grade,time,drug,year,attitude,estimate,LBYear1,LBYear2
10th Grade,Once or Twice,Marijuana,2000,Risk,18.462960953,2019,
10th Grade,Once or Twice,Marijuana,2001,Risk,17.924672392,2019,
10th Grade,Once or Twice,Marijuana,2002,Risk,19.896538898,2019,
10th Grade,Once or Twice,Marijuana,2003,Risk,21.140705495,2019,
10th Grade,Once or Twice,Marijuana,2004,Risk,22.011541839,2019,
10th Grade,Once or Twice,Marijuana,2005,Risk,22.247813125,2019,
10th Grade,Once or Twice,Marijuana,2006,Risk,22.201565039,2019,
10th Grade,Once or Twice,Marijuana,2007,Risk,22.165726635,2019,
10th Grade,Once or Twice,Marijuana,2008,Risk,23.058815139,2019,
10th Grade,Once or Twice,Marijuana,2009,Risk,20.515269279,2019,
10th Grade,Once or Twice,Marijuana,2010,Risk,19.913361999,2019,
10th Grade,Once or Twice,Marijuana,2011,Risk,19.260932749,2019,
10th Grade,Once or Twice,Marijuana,2012,Risk,17.166781632,2019,
10th Grade,Once or Twice,Marijuana,2013,Risk,15.735634904,2019,
10th Grade,Once or Twice,Marijuana,2014,Risk,15.195934035,2019,
10th Grade,Once or Twice,Marijuana,2015,Risk,15.825380374,2019,
10th Grade,Once or Twice,Marijuana,2016,Risk,16.382748944,2019,
10th Grade,Once or Twice,Marijuana,2017,Risk,14.767634701,2019,
10th Grade,Once or Twice,Marijuana,2018,Risk,13.935356855,2019,
10th Grade,Once or Twice,Marijuana,2019,Risk,14.086238266,2019,
10th Grade,Once or Twice,Marijuana,2021,Risk,16.945931706,2019,
10th Grade,Once or Twice,Marijuana,2022,Risk,16.787279728,2019,
12th Grade,Once or Twice,Marijuana,1976,Risk,11.425295094,2019,
12th Grade,Once or Twice,Marijuana,1977,Risk,9.5401130486,2019,
12th Grade,Once or Twice,Marijuana,1978,Risk,8.1240588135,2019,
12th Grade,Once or Twice,Marijuana,1979,Risk,9.3614190179,2019,
12th Grade,Once or Twice,Marijuana,1980,Risk,9.97760071,2019,
12th Grade,Once or Twice,Marijuana,1981,Risk,13.006977269,2019,
12th Grade,Once or Twice,Marijuana,1982,Risk,11.525384711,2019,
12th Grade,Once or Twice,Marijuana,1983,Risk,12.659519004,2019,
12th Grade,Once or Twice,Marijuana,1984,Risk,14.6737239,2019,
12th Grade,Once or Twice,Marijuana,1985,Risk,14.815629573,2019,
12th Grade,Once or Twice,Marijuana,1986,Risk,15.08061005,2019,
12th Grade,Once or Twice,Marijuana,1987,Risk,18.384800633,2019,
12th Grade,Once or Twice,Marijuana,1988,Risk,18.989906509,2019,
12th Grade,Once or Twice,Marijuana,1989,Risk,23.594508681,2019,
12th Grade,Once or Twice,Marijuana,1990,Risk,23.097152996,2019,
12th Grade,Once or Twice,Marijuana,1991,Risk,27.097556915,2019,
12th Grade,Once or Twice,Marijuana,1992,Risk,24.549921666,2019,
12th Grade,Once or Twice,Marijuana,1993,Risk,21.906961489,2019,
12th Grade,Once or Twice,Marijuana,1994,Risk,19.531949824,2019,
12th Grade,Once or Twice,Marijuana,1995,Risk,16.346801511,2019,
12th Grade,Once or Twice,Marijuana,1996,Risk,15.574053261,2019,
12th Grade,Once or Twice,Marijuana,1997,Risk,14.885113634,2019,
12th Grade,Once or Twice,Marijuana,1998,Risk,16.722663102,2019,
12th Grade,Once or Twice,Marijuana,1999,Risk,15.683807288,2019,
12th Grade,Once or Twice,Marijuana,2000,Risk,13.737864693,2019,
12th Grade,Once or Twice,Marijuana,2001,Risk,15.29293712,2019,
12th Grade,Once or Twice,Marijuana,2002,Risk,16.081200746,2019,
12th Grade,Once or Twice,Marijuana,2003,Risk,16.08481746,2019,
12th Grade,Once or Twice,Marijuana,2004,Risk,15.912156158,2019,
12th Grade,Once or Twice,Marijuana,2005,Risk,16.136366286,2019,
12th Grade,Once or Twice,Marijuana,2006,Risk,17.79703786,2019,
12th Grade,Once or Twice,Marijuana,2007,Risk,18.585012188,2019,
12th Grade,Once or Twice,Marijuana,2008,Risk,17.36851452,2019,
12th Grade,Once or Twice,Marijuana,2009,Risk,18.451785854,2019,
12th Grade,Once or Twice,Marijuana,2010,Risk,17.054155731,2019,
12th Grade,Once or Twice,Marijuana,2011,Risk,15.589612767,2019,
12th Grade,Once or Twice,Marijuana,2012,Risk,14.766148777,2019,
12th Grade,Once or Twice,Marijuana,2013,Risk,14.486310797,2019,
12th Grade,Once or Twice,Marijuana,2014,Risk,12.48033771,2019,
12th Grade,Once or Twice,Marijuana,2015,Risk,12.260809051,2019,
12th Grade,Once or Twice,Marijuana,2016,Risk,12.945996507,2019,
12th Grade,Once or Twice,Marijuana,2017,Risk,11.877739785,2019,
12th Grade,Once or Twice,Marijuana,2018,Risk,12.112632523,2019,
12th Grade,Once or Twice,Marijuana,2019,Risk,10.69097707,2019,
12th Grade,Once or Twice,Marijuana,2021,Risk,10.0220501,2019,
12th Grade,Once or Twice,Marijuana,2022,Risk,9.979705979,2019,
8th Grade,Occasionally,Marijuana,1991,Risk,57.865091107,2019,
8th Grade,Occasionally,Marijuana,1992,Risk,56.321869043,2019,
8th Grade,Occasionally,Marijuana,1993,Risk,53.781375684,2019,
8th Grade,Occasionally,Marijuana,1994,Risk,48.571611601,2019,
8th Grade,Occasionally,Marijuana,1995,Risk,45.882419388,2019,
8th Grade,Occasionally,Marijuana,1996,Risk,44.332707504,2019,
8th Grade,Occasionally,Marijuana,1997,Risk,43.099315938,2019,
8th Grade,Occasionally,Marijuana,1998,Risk,45.03441596,2019,
8th Grade,Occasionally,Marijuana,1999,Risk,45.681201733,2019,
8th Grade,Occasionally,Marijuana,2000,Risk,47.439012261,2019,
8th Grade,Occasionally,Marijuana,2001,Risk,46.269524184,2019,
8th Grade,Occasionally,Marijuana,2002,Risk,45.98091877,2019,
8th Grade,Occasionally,Marijuana,2003,Risk,48.582165205,2019,
8th Grade,Occasionally,Marijuana,2004,Risk,50.469763212,2019,
8th Grade,Occasionally,Marijuana,2005,Risk,48.899288046,2019,
8th Grade,Occasionally,Marijuana,2006,Risk,48.906839448,2019,
8th Grade,Occasionally,Marijuana,2007,Risk,50.172284733,2019,
8th Grade,Occasionally,Marijuana,2008,Risk,48.067085192,2019,
8th Grade,Occasionally,Marijuana,2009,Risk,44.819178768,2019,
8th Grade,Occasionally,Marijuana,2010,Risk,44.143170992,2019,
8th Grade,Occasionally,Marijuana,2011,Risk,43.40548123,2019,
8th Grade,Occasionally,Marijuana,2012,Risk,41.67406697,2019,
8th Grade,Occasionally,Marijuana,2013,Risk,37.19024334,2019,
8th Grade,Occasionally,Marijuana,2014,Risk,36.704228734,2019,
8th Grade,Occasionally,Marijuana,2015,Risk,36.758251595,2019,
8th Grade,Occasionally,Marijuana,2016,Risk,36.837749058,2019,
8th Grade,Occasionally,Marijuana,2017,Risk,34.001003522,2019,
8th Grade,Occasionally,Marijuana,2018,Risk,32.051729478,2019,
8th Grade,Occasionally,Marijuana,2019,Risk,28.819838552,2019,
8th Grade,Occasionally,Marijuana,2021,Risk,28.202762235,2019,
8th Grade,Occasionally,Marijuana,2022,Risk,31.128791671,2019,
10th Grade,Occasionally,Marijuana,1991,Risk,48.579082339,2019,
10th Grade,Occasionally,Marijuana,1992,Risk,48.850895495,2019,
10th Grade,Occasionally,Marijuana,1993,Risk,46.071129949,2019,
10th Grade,Occasionally,Marijuana,1994,Risk,38.906892747,2019,
10th Grade,Occasionally,Marijuana,1995,Risk,35.37155427,2019,
10th Grade,Occasionally,Marijuana,1996,Risk,32.782725531,2019,
10th Grade,Occasionally,Marijuana,1997,Risk,31.917590957,2019,
10th Grade,Occasionally,Marijuana,1998,Risk,32.480992641,2019,
10th Grade,Occasionally,Marijuana,1999,Risk,33.520979714,2019,
10th Grade,Occasionally,Marijuana,2000,Risk,32.390097254,2019,
10th Grade,Occasionally,Marijuana,2001,Risk,31.243843649,2019,
10th Grade,Occasionally,Marijuana,2002,Risk,32.028961622,2019,
10th Grade,Occasionally,Marijuana,2003,Risk,34.909553932,2019,
10th Grade,Occasionally,Marijuana,2004,Risk,36.16424397,2019,
10th Grade,Occasionally,Marijuana,2005,Risk,36.637694833,2019,
10th Grade,Occasionally,Marijuana,2006,Risk,35.638511472,2019,
10th Grade,Occasionally,Marijuana,2007,Risk,35.996462466,2019,
10th Grade,Occasionally,Marijuana,2008,Risk,37.003482526,2019,
10th Grade,Occasionally,Marijuana,2009,Risk,32.877641866,2019,
10th Grade,Occasionally,Marijuana,2010,Risk,30.919944351,2019,
10th Grade,Occasionally,Marijuana,2011,Risk,30.06562146,2019,
10th Grade,Occasionally,Marijuana,2012,Risk,26.764117372,2019,
10th Grade,Occasionally,Marijuana,2013,Risk,25.146344652,2019,
10th Grade,Occasionally,Marijuana,2014,Risk,23.949765586,2019,
10th Grade,Occasionally,Marijuana,2015,Risk,24.683656827,2019,
10th Grade,Occasionally,Marijuana,2016,Risk,24.410228641,2019,
10th Grade,Occasionally,Marijuana,2017,Risk,21.924541226,2019,
10th Grade,Occasionally,Marijuana,2018,Risk,21.414590098,2019,
10th Grade,Occasionally,Marijuana,2019,Risk,20.566499434,2019,
10th Grade,Occasionally,Marijuana,2021,Risk,22.596469342,2019,
10th Grade,Occasionally,Marijuana,2022,Risk,23.378341944,2019,
12th Grade,Occasionally,Marijuana,1976,Risk,15.026735092,2019,
12th Grade,Occasionally,Marijuana,1977,Risk,13.358184494,2019,
12th Grade,Occasionally,Marijuana,1978,Risk,12.43497792,2019,
12th Grade,Occasionally,Marijuana,1979,Risk,13.465888698,2019,
12th Grade,Occasionally,Marijuana,1980,Risk,14.724532952,2019,
12th Grade,Occasionally,Marijuana,1981,Risk,19.047035819,2019,
12th Grade,Occasionally,Marijuana,1982,Risk,18.304029334,2019,
12th Grade,Occasionally,Marijuana,1983,Risk,20.593449149,2019,
12th Grade,Occasionally,Marijuana,1984,Risk,22.641024396,2019,
12th Grade,Occasionally,Marijuana,1985,Risk,24.523067004,2019,
12th Grade,Occasionally,Marijuana,1986,Risk,24.985380605,2019,
12th Grade,Occasionally,Marijuana,1987,Risk,30.361088564,2019,
12th Grade,Occasionally,Marijuana,1988,Risk,31.68831226,2019,
12th Grade,Occasionally,Marijuana,1989,Risk,36.543141393,2019,
12th Grade,Occasionally,Marijuana,1990,Risk,36.871492596,2019,
12th Grade,Occasionally,Marijuana,1991,Risk,40.626557976,2019,
12th Grade,Occasionally,Marijuana,1992,Risk,39.60958042,2019,
12th Grade,Occasionally,Marijuana,1993,Risk,35.626473912,2019,
12th Grade,Occasionally,Marijuana,1994,Risk,30.147591691,2019,
12th Grade,Occasionally,Marijuana,1995,Risk,25.567436459,2019,
12th Grade,Occasionally,Marijuana,1996,Risk,25.902049085,2019,
12th Grade,Occasionally,Marijuana,1997,Risk,24.653556258,2019,
12th Grade,Occasionally,Marijuana,1998,Risk,24.386431893,2019,
12th Grade,Occasionally,Marijuana,1999,Risk,23.86163239,2019,
12th Grade,Occasionally,Marijuana,2000,Risk,23.429286303,2019,
12th Grade,Occasionally,Marijuana,2001,Risk,23.511112767,2019,
12th Grade,Occasionally,Marijuana,2002,Risk,23.185227685,2019,
12th Grade,Occasionally,Marijuana,2003,Risk,26.619404013,2019,
12th Grade,Occasionally,Marijuana,2004,Risk,25.350178362,2019,
12th Grade,Occasionally,Marijuana,2005,Risk,25.791539408,2019,
12th Grade,Occasionally,Marijuana,2006,Risk,25.917346242,2019,
12th Grade,Occasionally,Marijuana,2007,Risk,27.144362567,2019,
12th Grade,Occasionally,Marijuana,2008,Risk,25.791066647,2019,
12th Grade,Occasionally,Marijuana,2009,Risk,27.400488835,2019,
12th Grade,Occasionally,Marijuana,2010,Risk,24.453069409,2019,
12th Grade,Occasionally,Marijuana,2011,Risk,22.680259027,2019,
12th Grade,Occasionally,Marijuana,2012,Risk,20.584383024,2019,
12th Grade,Occasionally,Marijuana,2013,Risk,19.511688332,2019,
12th Grade,Occasionally,Marijuana,2014,Risk,16.378175093,2019,
12th Grade,Occasionally,Marijuana,2015,Risk,15.787004601,2019,
12th Grade,Occasionally,Marijuana,2016,Risk,17.105191299,2019,
12th Grade,Occasionally,Marijuana,2017,Risk,14.143638325,2019,
12th Grade,Occasionally,Marijuana,2018,Risk,14.271945175,2019,
12th Grade,Occasionally,Marijuana,2019,Risk,13.476439598,2019,
12th Grade,Occasionally,Marijuana,2021,Risk,12.650100105,2019,
12th Grade,Occasionally,Marijuana,2022,Risk,12.728371889,2019,
8th Grade,Regularly,Marijuana,1991,Risk,83.815188846,2019,
8th Grade,Regularly,Marijuana,1992,Risk,82.039914332,2019,
8th Grade,Regularly,Marijuana,1993,Risk,79.607784826,2019,
8th Grade,Regularly,Marijuana,1994,Risk,74.343275328,2019,
8th Grade,Regularly,Marijuana,1995,Risk,73.025646293,2019,
8th Grade,Regularly,Marijuana,1996,Risk,70.877731935,2019,
8th Grade,Regularly,Marijuana,1997,Risk,72.67513406,2019,
8th Grade,Regularly,Marijuana,1998,Risk,72.991458437,2019,
8th Grade,Regularly,Marijuana,1999,Risk,73.308057981,2019,
8th Grade,Regularly,Marijuana,2000,Risk,74.752386774,2019,
8th Grade,Regularly,Marijuana,2001,Risk,72.249132847,2019,
8th Grade,Regularly,Marijuana,2002,Risk,71.715034986,2019,
8th Grade,Regularly,Marijuana,2003,Risk,74.230767448,2019,
8th Grade,Regularly,Marijuana,2004,Risk,76.181974828,2019,
8th Grade,Regularly,Marijuana,2005,Risk,73.860429357,2019,
8th Grade,Regularly,Marijuana,2006,Risk,73.216713315,2019,
8th Grade,Regularly,Marijuana,2007,Risk,74.332659568,2019,
8th Grade,Regularly,Marijuana,2008,Risk,72.029725103,2019,
8th Grade,Regularly,Marijuana,2009,Risk,69.823001258,2019,
8th Grade,Regularly,Marijuana,2010,Risk,67.983530838,2019,
8th Grade,Regularly,Marijuana,2011,Risk,68.336416535,2019,
8th Grade,Regularly,Marijuana,2012,Risk,66.881785646,2019,
8th Grade,Regularly,Marijuana,2013,Risk,61.023553955,2019,
8th Grade,Regularly,Marijuana,2014,Risk,58.923743565,2019,
8th Grade,Regularly,Marijuana,2015,Risk,57.965027155,2019,
8th Grade,Regularly,Marijuana,2016,Risk,57.521466532,2019,
8th Grade,Regularly,Marijuana,2017,Risk,54.781996091,2019,
8th Grade,Regularly,Marijuana,2018,Risk,52.859382808,2019,
8th Grade,Regularly,Marijuana,2019,Risk,51.356659444,2019,
8th Grade,Regularly,Marijuana,2021,Risk,51.581423844,2019,
8th Grade,Regularly,Marijuana,2022,Risk,53.646538974,2019,
10th Grade,Regularly,Marijuana,1991,Risk,82.118336191,2019,
10th Grade,Regularly,Marijuana,1992,Risk,81.102436102,2019,
10th Grade,Regularly,Marijuana,1993,Risk,78.514116552,2019,
10th Grade,Regularly,Marijuana,1994,Risk,71.32790017,2019,
10th Grade,Regularly,Marijuana,1995,Risk,67.897936001,2019,
10th Grade,Regularly,Marijuana,1996,Risk,65.930635151,2019,
10th Grade,Regularly,Marijuana,1997,Risk,65.901579627,2019,
10th Grade,Regularly,Marijuana,1998,Risk,65.750862226,2019,
10th Grade,Regularly,Marijuana,1999,Risk,65.919675182,2019,
10th Grade,Regularly,Marijuana,2000,Risk,64.733862049,2019,
10th Grade,Regularly,Marijuana,2001,Risk,62.796354732,2019,
10th Grade,Regularly,Marijuana,2002,Risk,60.844903546,2019,
10th Grade,Regularly,Marijuana,2003,Risk,63.913050063,2019,
10th Grade,Regularly,Marijuana,2004,Risk,65.609144637,2019,
10th Grade,Regularly,Marijuana,2005,Risk,65.541939433,2019,
10th Grade,Regularly,Marijuana,2006,Risk,64.860025037,2019,
10th Grade,Regularly,Marijuana,2007,Risk,64.45111364,2019,
10th Grade,Regularly,Marijuana,2008,Risk,64.824049829,2019,
10th Grade,Regularly,Marijuana,2009,Risk,59.516536408,2019,
10th Grade,Regularly,Marijuana,2010,Risk,57.208100888,2019,
10th Grade,Regularly,Marijuana,2011,Risk,55.150369411,2019,
10th Grade,Regularly,Marijuana,2012,Risk,50.944500311,2019,
10th Grade,Regularly,Marijuana,2013,Risk,46.490517638,2019,
10th Grade,Regularly,Marijuana,2014,Risk,45.354642081,2019,
10th Grade,Regularly,Marijuana,2015,Risk,43.228586493,2019,
10th Grade,Regularly,Marijuana,2016,Risk,44.007610339,2019,
10th Grade,Regularly,Marijuana,2017,Risk,40.569584645,2019,
10th Grade,Regularly,Marijuana,2018,Risk,38.114406257,2019,
10th Grade,Regularly,Marijuana,2019,Risk,39.476621485,2019,
10th Grade,Regularly,Marijuana,2021,Risk,41.047204103,2019,
10th Grade,Regularly,Marijuana,2022,Risk,42.242148165,2019,
12th Grade,Regularly,Marijuana,1976,Risk,38.617031444,2019,
12th Grade,Regularly,Marijuana,1977,Risk,36.377453799,2019,
12th Grade,Regularly,Marijuana,1978,Risk,34.956077033,2019,
12th Grade,Regularly,Marijuana,1979,Risk,41.982265112,2019,
12th Grade,Regularly,Marijuana,1980,Risk,50.450482354,2019,
12th Grade,Regularly,Marijuana,1981,Risk,57.633426247,2019,
12th Grade,Regularly,Marijuana,1982,Risk,60.442987894,2019,
12th Grade,Regularly,Marijuana,1983,Risk,62.797597804,2019,
12th Grade,Regularly,Marijuana,1984,Risk,66.905005,2019,
12th Grade,Regularly,Marijuana,1985,Risk,70.394694304,2019,
12th Grade,Regularly,Marijuana,1986,Risk,71.332028292,2019,
12th Grade,Regularly,Marijuana,1987,Risk,73.460007531,2019,
12th Grade,Regularly,Marijuana,1988,Risk,76.967764852,2019,
12th Grade,Regularly,Marijuana,1989,Risk,77.499678578,2019,
12th Grade,Regularly,Marijuana,1990,Risk,77.777840164,2019,
12th Grade,Regularly,Marijuana,1991,Risk,78.578224544,2019,
12th Grade,Regularly,Marijuana,1992,Risk,76.506399429,2019,
12th Grade,Regularly,Marijuana,1993,Risk,72.473663598,2019,
12th Grade,Regularly,Marijuana,1994,Risk,65.008095368,2019,
12th Grade,Regularly,Marijuana,1995,Risk,60.847964168,2019,
12th Grade,Regularly,Marijuana,1996,Risk,59.883623838,2019,
12th Grade,Regularly,Marijuana,1997,Risk,58.077168897,2019,
12th Grade,Regularly,Marijuana,1998,Risk,58.517492608,2019,
12th Grade,Regularly,Marijuana,1999,Risk,57.391890588,2019,
12th Grade,Regularly,Marijuana,2000,Risk,58.273436337,2019,
12th Grade,Regularly,Marijuana,2001,Risk,57.399626832,2019,
12th Grade,Regularly,Marijuana,2002,Risk,53.029311311,2019,
12th Grade,Regularly,Marijuana,2003,Risk,54.932473375,2019,
12th Grade,Regularly,Marijuana,2004,Risk,54.617605605,2019,
12th Grade,Regularly,Marijuana,2005,Risk,58.001331641,2019,
12th Grade,Regularly,Marijuana,2006,Risk,57.895991917,2019,
12th Grade,Regularly,Marijuana,2007,Risk,54.788739997,2019,
12th Grade,Regularly,Marijuana,2008,Risk,51.664433164,2019,
12th Grade,Regularly,Marijuana,2009,Risk,52.358297938,2019,
12th Grade,Regularly,Marijuana,2010,Risk,46.807594535,2019,
12th Grade,Regularly,Marijuana,2011,Risk,45.712185731,2019,
12th Grade,Regularly,Marijuana,2012,Risk,44.113157527,2019,
12th Grade,Regularly,Marijuana,2013,Risk,39.528716033,2019,
12th Grade,Regularly,Marijuana,2014,Risk,36.090784998,2019,
12th Grade,Regularly,Marijuana,2015,Risk,31.86400393,2019,
12th Grade,Regularly,Marijuana,2016,Risk,31.058932639,2019,
12th Grade,Regularly,Marijuana,2017,Risk,28.962875585,2019,
12th Grade,Regularly,Marijuana,2018,Risk,26.736077361,2019,
12th Grade,Regularly,Marijuana,2019,Risk,30.462691389,2019,
12th Grade,Regularly,Marijuana,2021,Risk,21.613902951,2019,
12th Grade,Regularly,Marijuana,2022,Risk,27.634665576,2019,
12th Grade,Once or Twice,Narcotics other than Heroin,2011,Risk,39.904857406,2019,
12th Grade,Once or Twice,Narcotics other than Heroin,2012,Risk,38.353722655,2019,
12th Grade,Once or Twice,Narcotics other than Heroin,2013,Risk,43.137657936,2019,
12th Grade,Once or Twice,Narcotics other than Heroin,2014,Risk,42.7069582,2019,
12th Grade,Once or Twice,Narcotics other than Heroin,2015,Risk,44.08487732,2019,
12th Grade,Once or Twice,Narcotics other than Heroin,2016,Risk,43.622951824,2019,
12th Grade,Once or Twice,Narcotics other than Heroin,2017,Risk,42.008398416,2019,
12th Grade,Once or Twice,Narcotics other than Heroin,2018,Risk,43.154760934,2019,
12th Grade,Once or Twice,Narcotics other than Heroin,2019,Risk,45.012031748,2019,
12th Grade,Once or Twice,Narcotics other than Heroin,2021,Risk,43.999098426,2019,
12th Grade,Once or Twice,Narcotics other than Heroin,2022,Risk,42.880205969,2019,
12th Grade,Occasionally,Narcotics other than Heroin,2011,Risk,54.768267333,2019,
12th Grade,Occasionally,Narcotics other than Heroin,2012,Risk,53.7594212,2019,
12th Grade,Occasionally,Narcotics other than Heroin,2013,Risk,57.271223259,2019,
12th Grade,Occasionally,Narcotics other than Heroin,2014,Risk,58.971733407,2019,
12th Grade,Occasionally,Narcotics other than Heroin,2015,Risk,58.47029936,2019,
12th Grade,Occasionally,Narcotics other than Heroin,2016,Risk,55.708008487,2019,
12th Grade,Occasionally,Narcotics other than Heroin,2017,Risk,55.513199711,2019,
12th Grade,Occasionally,Narcotics other than Heroin,2018,Risk,56.666213262,2019,
12th Grade,Occasionally,Narcotics other than Heroin,2019,Risk,56.708127053,2019,
12th Grade,Occasionally,Narcotics other than Heroin,2021,Risk,53.81606286,2019,
12th Grade,Occasionally,Narcotics other than Heroin,2022,Risk,52.865896448,2019,
12th Grade,Regularly,Narcotics other than Heroin,2011,Risk,75.505125252,2019,
12th Grade,Regularly,Narcotics other than Heroin,2012,Risk,73.918717982,2019,
12th Grade,Regularly,Narcotics other than Heroin,2013,Risk,75.81992601,2019,
12th Grade,Regularly,Narcotics other than Heroin,2014,Risk,72.676969237,2019,
12th Grade,Regularly,Narcotics other than Heroin,2015,Risk,73.91796765,2019,
12th Grade,Regularly,Narcotics other than Heroin,2016,Risk,72.392598379,2019,
12th Grade,Regularly,Narcotics other than Heroin,2017,Risk,70.802093345,2019,
12th Grade,Regularly,Narcotics other than Heroin,2018,Risk,71.558153544,2019,
12th Grade,Regularly,Narcotics other than Heroin,2019,Risk,73.090942225,2019,
12th Grade,Regularly,Narcotics other than Heroin,2021,Risk,62.762851134,2019,
12th Grade,Regularly,Narcotics other than Heroin,2022,Risk,67.367923058,2019,
8th Grade,Once or Twice,OTC Cough/Cold Medication,2012,Risk,21.161727053,2019,
8th Grade,Once or Twice,OTC Cough/Cold Medication,2013,Risk,20.149030564,2019,
8th Grade,Once or Twice,OTC Cough/Cold Medication,2014,Risk,22.856233242,2019,
8th Grade,Once or Twice,OTC Cough/Cold Medication,2015,Risk,20.883884048,2019,
8th Grade,Once or Twice,OTC Cough/Cold Medication,2016,Risk,23.481352432,2019,
8th Grade,Once or Twice,OTC Cough/Cold Medication,2017,Risk,21.191332735,2019,
8th Grade,Once or Twice,OTC Cough/Cold Medication,2018,Risk,19.537549837,2019,
8th Grade,Once or Twice,OTC Cough/Cold Medication,2019,Risk,20.712079219,2019,
8th Grade,Once or Twice,OTC Cough/Cold Medication,2021,Risk,22.79276455,2019,
8th Grade,Once or Twice,OTC Cough/Cold Medication,2022,Risk,24.527461559,2019,
10th Grade,Once or Twice,OTC Cough/Cold Medication,2012,Risk,23.643862424,2019,
10th Grade,Once or Twice,OTC Cough/Cold Medication,2013,Risk,21.561946782,2019,
10th Grade,Once or Twice,OTC Cough/Cold Medication,2014,Risk,22.896813246,2019,
10th Grade,Once or Twice,OTC Cough/Cold Medication,2015,Risk,23.954099447,2019,
10th Grade,Once or Twice,OTC Cough/Cold Medication,2016,Risk,24.033485294,2019,
10th Grade,Once or Twice,OTC Cough/Cold Medication,2017,Risk,21.774663986,2019,
10th Grade,Once or Twice,OTC Cough/Cold Medication,2018,Risk,22.149896733,2019,
10th Grade,Once or Twice,OTC Cough/Cold Medication,2019,Risk,22.257731823,2019,
10th Grade,Once or Twice,OTC Cough/Cold Medication,2021,Risk,27.869185524,2019,
10th Grade,Once or Twice,OTC Cough/Cold Medication,2022,Risk,29.310503107,2019,
8th Grade,Occasionally,OTC Cough/Cold Medication,2012,Risk,38.784462611,2019,
8th Grade,Occasionally,OTC Cough/Cold Medication,2013,Risk,37.294211366,2019,
8th Grade,Occasionally,OTC Cough/Cold Medication,2014,Risk,37.882802169,2019,
8th Grade,Occasionally,OTC Cough/Cold Medication,2015,Risk,37.285013529,2019,
8th Grade,Occasionally,OTC Cough/Cold Medication,2016,Risk,38.627949155,2019,
8th Grade,Occasionally,OTC Cough/Cold Medication,2017,Risk,35.187501937,2019,
8th Grade,Occasionally,OTC Cough/Cold Medication,2018,Risk,34.540150844,2019,
8th Grade,Occasionally,OTC Cough/Cold Medication,2019,Risk,37.830792549,2019,
8th Grade,Occasionally,OTC Cough/Cold Medication,2021,Risk,34.055198183,2019,
8th Grade,Occasionally,OTC Cough/Cold Medication,2022,Risk,33.71285018,2019,
10th Grade,Occasionally,OTC Cough/Cold Medication,2012,Risk,40.36677012,2019,
10th Grade,Occasionally,OTC Cough/Cold Medication,2013,Risk,37.333010757,2019,
10th Grade,Occasionally,OTC Cough/Cold Medication,2014,Risk,38.327225211,2019,
10th Grade,Occasionally,OTC Cough/Cold Medication,2015,Risk,38.243778773,2019,
10th Grade,Occasionally,OTC Cough/Cold Medication,2016,Risk,37.575397019,2019,
10th Grade,Occasionally,OTC Cough/Cold Medication,2017,Risk,36.366825364,2019,
10th Grade,Occasionally,OTC Cough/Cold Medication,2018,Risk,37.213972012,2019,
10th Grade,Occasionally,OTC Cough/Cold Medication,2019,Risk,37.87978614,2019,
10th Grade,Occasionally,OTC Cough/Cold Medication,2021,Risk,36.995229518,2019,
10th Grade,Occasionally,OTC Cough/Cold Medication,2022,Risk,38.740970715,2019,
8th Grade,Once or Twice,OxyContin,2012,Risk,21.861205018,2019,
8th Grade,Once or Twice,OxyContin,2013,Risk,19.858524774,2019,
8th Grade,Once or Twice,OxyContin,2014,Risk,22.081829099,2019,
8th Grade,Once or Twice,OxyContin,2015,Risk,20.233609981,2019,
8th Grade,Once or Twice,OxyContin,2016,Risk,21.339252722,2019,
8th Grade,Once or Twice,OxyContin,2017,Risk,21.037482262,2019,
8th Grade,Once or Twice,OxyContin,2018,Risk,20.778588866,2019,
8th Grade,Once or Twice,OxyContin,2019,Risk,19.209187621,2019,
8th Grade,Once or Twice,OxyContin,2021,Risk,17.658841096,2019,
8th Grade,Once or Twice,OxyContin,2022,Risk,17.205677942,2019,
10th Grade,Once or Twice,OxyContin,2012,Risk,30.859589957,2019,
10th Grade,Once or Twice,OxyContin,2013,Risk,29.353802014,2019,
10th Grade,Once or Twice,OxyContin,2014,Risk,29.714703708,2019,
10th Grade,Once or Twice,OxyContin,2015,Risk,29.896289873,2019,
10th Grade,Once or Twice,OxyContin,2016,Risk,28.734264831,2019,
10th Grade,Once or Twice,OxyContin,2017,Risk,27.754315054,2019,
10th Grade,Once or Twice,OxyContin,2018,Risk,29.57909149,2019,
10th Grade,Once or Twice,OxyContin,2019,Risk,25.029652828,2019,
10th Grade,Once or Twice,OxyContin,2021,Risk,27.581735224,2019,
10th Grade,Once or Twice,OxyContin,2022,Risk,29.673226898,2019,
8th Grade,Occasionally,OxyContin,2012,Risk,35.348799205,2019,
8th Grade,Occasionally,OxyContin,2013,Risk,32.579858511,2019,
8th Grade,Occasionally,OxyContin,2014,Risk,34.376387436,2019,
8th Grade,Occasionally,OxyContin,2015,Risk,32.523717672,2019,
8th Grade,Occasionally,OxyContin,2016,Risk,33.472085019,2019,
8th Grade,Occasionally,OxyContin,2017,Risk,32.567040281,2019,
8th Grade,Occasionally,OxyContin,2018,Risk,32.486681213,2019,
