drug1,estimate,time,drug,raceEthnicity,sex,age,year
ANYOTM ANNUAL,14.54,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,1996
ANYOTM ANNUAL,14.09,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,1997
ANYOTM ANNUAL,14.71,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,1998
ANYOTM ANNUAL,14.85,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,1999
ANYOTM ANNUAL,15.72,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2000
ANYOTM ANNUAL,15.11,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2001
ANYOTM ANNUAL,17.95,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2002
ANYOTM ANNUAL,18.32,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2003
ANYOTM ANNUAL,19.13,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2004
ANYOTM ANNUAL,19.65,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2005
ANYOTM ANNUAL,19.93,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2006
ANYOTM ANNUAL,19.32,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2007
ANYOTM ANNUAL,20.35,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2008
ANYOTM ANNUAL,18.39,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2009
ANYOTM ANNUAL,20.2,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2010
ANYOTM ANNUAL,19.04,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2011
ANYOTM ANNUAL,17.91,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2012
ANYOTM ANNUAL,19.62,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2013
ANYOTM ANNUAL,23.02,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2014
ANYOTM ANNUAL,21.49,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2015
ANYOTM ANNUAL,21.6,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2016
ANYOTM ANNUAL,22.36,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2017
ANYOTM ANNUAL,21.3,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2018
ANYOTM ANNUAL,20.7,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2019
ANYOTM ANNUAL,19.7,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2020
ANYOTM ANNUAL,20.1,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2021
ANYOTM ANNUAL,19.6,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2022
ANYOTM ANNUAL,19.1,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2023
ANYOTM ANNUAL,21.5,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,1988
ANYOTM ANNUAL,19.38,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,1989
ANYOTM ANNUAL,16.76,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,1990
ANYOTM ANNUAL,15.16,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,1991
ANYOTM ANNUAL,14.75,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,1992
ANYOTM ANNUAL,13.01,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,1993
ANYOTM ANNUAL,13.17,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,1994
ANYOTM ANNUAL,14.12,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,1995
ANYOTM ANNUAL,13.22,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,1996
ANYOTM ANNUAL,13.84,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,1997
ANYOTM ANNUAL,12.95,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,1998
ANYOTM ANNUAL,13.83,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,1999
ANYOTM ANNUAL,14.89,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2000
ANYOTM ANNUAL,15.41,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2001
ANYOTM ANNUAL,16.89,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2002
ANYOTM ANNUAL,18.39,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2003
ANYOTM ANNUAL,19.15,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2004
ANYOTM ANNUAL,20.2,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2005
ANYOTM ANNUAL,19.82,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2006
ANYOTM ANNUAL,20.24,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2007
ANYOTM ANNUAL,20.12,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2008
ANYOTM ANNUAL,19.51,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2009
ANYOTM ANNUAL,19.83,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2010
ANYOTM ANNUAL,19.37,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2011
ANYOTM ANNUAL,18.06,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2012
ANYOTM ANNUAL,19.6,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2013
ANYOTM ANNUAL,22.35,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2014
ANYOTM ANNUAL,20.45,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2015
ANYOTM ANNUAL,20.8,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2016
ANYOTM ANNUAL,21.59,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2017
ANYOTM ANNUAL,21.6,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2018
ANYOTM ANNUAL,21.5,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2019
ANYOTM ANNUAL,19.3,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2020
ANYOTM ANNUAL,20.6,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2021
ANYOTM ANNUAL,17.8,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2022
ANYOTM ANNUAL,18.1,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2023
ANYOTM ANNUAL,18.23,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,1988
ANYOTM ANNUAL,15.36,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,1989
ANYOTM ANNUAL,13.51,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,1990
ANYOTM ANNUAL,11.78,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,1991
ANYOTM ANNUAL,11.41,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,1992
ANYOTM ANNUAL,10.53,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,1993
ANYOTM ANNUAL,9.88,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,1994
ANYOTM ANNUAL,10.66,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,1995
ANYOTM ANNUAL,10.59,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,1996
ANYOTM ANNUAL,10.98,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,1997
ANYOTM ANNUAL,9.87,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,1998
ANYOTM ANNUAL,10.03,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,1999
ANYOTM ANNUAL,11.07,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2000
ANYOTM ANNUAL,12.4,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2001
ANYOTM ANNUAL,12.8,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2002
ANYOTM ANNUAL,14.87,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2003
ANYOTM ANNUAL,15.03,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2004
ANYOTM ANNUAL,15.73,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2005
ANYOTM ANNUAL,15.09,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2006
ANYOTM ANNUAL,14.97,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2007
ANYOTM ANNUAL,16.37,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2008
ANYOTM ANNUAL,15.51,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2009
ANYOTM ANNUAL,15.38,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2010
ANYOTM ANNUAL,15.15,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2011
ANYOTM ANNUAL,14.77,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2012
ANYOTM ANNUAL,15.57,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2013
ANYOTM ANNUAL,19.1,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2014
ANYOTM ANNUAL,16.02,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2015
ANYOTM ANNUAL,17,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2016
ANYOTM ANNUAL,17.01,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2017
ANYOTM ANNUAL,17.3,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2018
ANYOTM ANNUAL,15.9,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2019
ANYOTM ANNUAL,16.4,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2020
ANYOTM ANNUAL,16.1,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2021
ANYOTM ANNUAL,15.4,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2022
ANYOTM ANNUAL,14.5,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2023
ANYOTM ANNUAL,9.08,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2008
ANYOTM ANNUAL,7.62,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2009
ANYOTM ANNUAL,8.01,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2010
ANYOTM ANNUAL,9.22,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2011
ANYOTM ANNUAL,6.77,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2012
ANYOTM ANNUAL,6.19,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2013
ANYOTM ANNUAL,7.87,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2014
ANYOTM ANNUAL,7,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2015
ANYOTM ANNUAL,5,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2016
ANYOTM ANNUAL,5.8,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2017
ANYOTM ANNUAL,10.6,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2018
ANYOTM ANNUAL,7.4,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2019
ANYOTM ANNUAL,5,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2020
ANYOTM ANNUAL,5.2,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2021
ANYOTM ANNUAL,5.2,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2022
ANYOTM ANNUAL,6,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2023
ANYOTM ANNUAL,11.73,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2008
ANYOTM ANNUAL,15.36,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2009
ANYOTM ANNUAL,10.19,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2010
ANYOTM ANNUAL,11.43,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2011
ANYOTM ANNUAL,13.31,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2012
ANYOTM ANNUAL,12.65,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2013
ANYOTM ANNUAL,15.3,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2014
ANYOTM ANNUAL,13.05,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2015
ANYOTM ANNUAL,10.9,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2016
ANYOTM ANNUAL,9.58,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2017
ANYOTM ANNUAL,14.2,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2018
ANYOTM ANNUAL,9.3,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2019
ANYOTM ANNUAL,8,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2020
ANYOTM ANNUAL,6.9,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2021
ANYOTM ANNUAL,12,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2022
ANYOTM ANNUAL,9.2,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2023
ANYOTM ANNUAL,13.42,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2008
ANYOTM ANNUAL,12.19,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2009
ANYOTM ANNUAL,10.99,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2010
ANYOTM ANNUAL,11.67,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2011
ANYOTM ANNUAL,11.97,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2012
ANYOTM ANNUAL,11.64,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2013
ANYOTM ANNUAL,11.24,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2014
ANYOTM ANNUAL,13.75,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2015
ANYOTM ANNUAL,11.4,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2016
ANYOTM ANNUAL,12.67,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2017
ANYOTM ANNUAL,12.8,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2018
ANYOTM ANNUAL,10,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2019
ANYOTM ANNUAL,10.3,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2020
ANYOTM ANNUAL,11.9,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2021
ANYOTM ANNUAL,13.3,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2022
ANYOTM ANNUAL,12.7,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2023
ANYOTM ANNUAL,12.14,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2008
ANYOTM ANNUAL,11.42,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2009
ANYOTM ANNUAL,12.35,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2010
ANYOTM ANNUAL,11.12,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2011
ANYOTM ANNUAL,11.94,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2012
ANYOTM ANNUAL,11.18,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2013
ANYOTM ANNUAL,11.06,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2014
ANYOTM ANNUAL,13.14,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2015
ANYOTM ANNUAL,12.2,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2016
ANYOTM ANNUAL,12.44,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2017
ANYOTM ANNUAL,12.2,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2018
ANYOTM ANNUAL,11.1,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2019
ANYOTM ANNUAL,11.4,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2020
ANYOTM ANNUAL,12.3,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2021
ANYOTM ANNUAL,13.1,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2022
ANYOTM ANNUAL,12.1,12 Month,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2023
ANYOTM ANNUAL,10.03,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2008
ANYOTM ANNUAL,10.34,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2009
ANYOTM ANNUAL,11.4,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2010
ANYOTM ANNUAL,10.64,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2011
ANYOTM ANNUAL,10.7,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2012
ANYOTM ANNUAL,9.56,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2013
ANYOTM ANNUAL,10.22,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2014
ANYOTM ANNUAL,10.28,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2015
ANYOTM ANNUAL,11,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2016
ANYOTM ANNUAL,9.38,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2017
ANYOTM ANNUAL,11.5,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2018
ANYOTM ANNUAL,11.1,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2019
ANYOTM ANNUAL,9.7,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2020
ANYOTM ANNUAL,10.1,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2021
ANYOTM ANNUAL,10.6,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2022
ANYOTM ANNUAL,10.1,12 Month,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2023
CIGS 30-DAY,25.03,30 Day,Cigarettes,BLACK,,Ages 19-30,1988
CIGS 30-DAY,26.76,30 Day,Cigarettes,BLACK,,Ages 19-30,1989
CIGS 30-DAY,20.83,30 Day,Cigarettes,BLACK,,Ages 19-30,1990
CIGS 30-DAY,22.46,30 Day,Cigarettes,BLACK,,Ages 19-30,1991
CIGS 30-DAY,18.55,30 Day,Cigarettes,BLACK,,Ages 19-30,1992
CIGS 30-DAY,18.72,30 Day,Cigarettes,BLACK,,Ages 19-30,1993
CIGS 30-DAY,16.66,30 Day,Cigarettes,BLACK,,Ages 19-30,1994
CIGS 30-DAY,16.26,30 Day,Cigarettes,BLACK,,Ages 19-30,1995
CIGS 30-DAY,14.97,30 Day,Cigarettes,BLACK,,Ages 19-30,1996
CIGS 30-DAY,15.13,30 Day,Cigarettes,BLACK,,Ages 19-30,1997
CIGS 30-DAY,17.81,30 Day,Cigarettes,BLACK,,Ages 19-30,1998
CIGS 30-DAY,13.42,30 Day,Cigarettes,BLACK,,Ages 19-30,1999
CIGS 30-DAY,16.71,30 Day,Cigarettes,BLACK,,Ages 19-30,2000
CIGS 30-DAY,15.41,30 Day,Cigarettes,BLACK,,Ages 19-30,2001
CIGS 30-DAY,15.75,30 Day,Cigarettes,BLACK,,Ages 19-30,2002
CIGS 30-DAY,11.43,30 Day,Cigarettes,BLACK,,Ages 19-30,2003
CIGS 30-DAY,17.34,30 Day,Cigarettes,BLACK,,Ages 19-30,2004
CIGS 30-DAY,13.6,30 Day,Cigarettes,BLACK,,Ages 19-30,2005
CIGS 30-DAY,17.85,30 Day,Cigarettes,BLACK,,Ages 19-30,2006
CIGS 30-DAY,13.2,30 Day,Cigarettes,BLACK,,Ages 19-30,2007
CIGS 30-DAY,23.03,30 Day,Cigarettes,BLACK,,Ages 19-30,2008
CIGS 30-DAY,14.54,30 Day,Cigarettes,BLACK,,Ages 19-30,2009
CIGS 30-DAY,20.11,30 Day,Cigarettes,BLACK,,Ages 19-30,2010
CIGS 30-DAY,16.6,30 Day,Cigarettes,BLACK,,Ages 19-30,2011
CIGS 30-DAY,15.95,30 Day,Cigarettes,BLACK,,Ages 19-30,2012
CIGS 30-DAY,15.96,30 Day,Cigarettes,BLACK,,Ages 19-30,2013
CIGS 30-DAY,14.32,30 Day,Cigarettes,BLACK,,Ages 19-30,2014
CIGS 30-DAY,13.63,30 Day,Cigarettes,BLACK,,Ages 19-30,2015
CIGS 30-DAY,15.7,30 Day,Cigarettes,BLACK,,Ages 19-30,2016
CIGS 30-DAY,11.06,30 Day,Cigarettes,BLACK,,Ages 19-30,2017
CIGS 30-DAY,13.2,30 Day,Cigarettes,BLACK,,Ages 19-30,2018
CIGS 30-DAY,10.9,30 Day,Cigarettes,BLACK,,Ages 19-30,2019
CIGS 30-DAY,9.5,30 Day,Cigarettes,BLACK,,Ages 19-30,2020
CIGS 30-DAY,6.1,30 Day,Cigarettes,BLACK,,Ages 19-30,2021
CIGS 30-DAY,4.2,30 Day,Cigarettes,BLACK,,Ages 19-30,2022
CIGS 30-DAY,7.4,30 Day,Cigarettes,BLACK,,Ages 19-30,2023
CIGS 30-DAY,20.33,30 Day,Cigarettes,HISPANIC,,Ages 19-30,1988
CIGS 30-DAY,24.13,30 Day,Cigarettes,HISPANIC,,Ages 19-30,1989
CIGS 30-DAY,20.25,30 Day,Cigarettes,HISPANIC,,Ages 19-30,1990
CIGS 30-DAY,23.76,30 Day,Cigarettes,HISPANIC,,Ages 19-30,1991
CIGS 30-DAY,20.04,30 Day,Cigarettes,HISPANIC,,Ages 19-30,1992
CIGS 30-DAY,25.47,30 Day,Cigarettes,HISPANIC,,Ages 19-30,1993
CIGS 30-DAY,23.23,30 Day,Cigarettes,HISPANIC,,Ages 19-30,1994
CIGS 30-DAY,18.7,30 Day,Cigarettes,HISPANIC,,Ages 19-30,1995
CIGS 30-DAY,17.8,30 Day,Cigarettes,HISPANIC,,Ages 19-30,1996
CIGS 30-DAY,19.93,30 Day,Cigarettes,HISPANIC,,Ages 19-30,1997
CIGS 30-DAY,21.52,30 Day,Cigarettes,HISPANIC,,Ages 19-30,1998
CIGS 30-DAY,23.27,30 Day,Cigarettes,HISPANIC,,Ages 19-30,1999
CIGS 30-DAY,18.78,30 Day,Cigarettes,HISPANIC,,Ages 19-30,2000
CIGS 30-DAY,24.35,30 Day,Cigarettes,HISPANIC,,Ages 19-30,2001
CIGS 30-DAY,23.97,30 Day,Cigarettes,HISPANIC,,Ages 19-30,2002
CIGS 30-DAY,21.81,30 Day,Cigarettes,HISPANIC,,Ages 19-30,2003
CIGS 30-DAY,20.9,30 Day,Cigarettes,HISPANIC,,Ages 19-30,2004
CIGS 30-DAY,23.55,30 Day,Cigarettes,HISPANIC,,Ages 19-30,2005
CIGS 30-DAY,20.39,30 Day,Cigarettes,HISPANIC,,Ages 19-30,2006
CIGS 30-DAY,16.03,30 Day,Cigarettes,HISPANIC,,Ages 19-30,2007
CIGS 30-DAY,17.42,30 Day,Cigarettes,HISPANIC,,Ages 19-30,2008
CIGS 30-DAY,16.19,30 Day,Cigarettes,HISPANIC,,Ages 19-30,2009
CIGS 30-DAY,14.12,30 Day,Cigarettes,HISPANIC,,Ages 19-30,2010
CIGS 30-DAY,17.38,30 Day,Cigarettes,HISPANIC,,Ages 19-30,2011
CIGS 30-DAY,13.57,30 Day,Cigarettes,HISPANIC,,Ages 19-30,2012
CIGS 30-DAY,16.32,30 Day,Cigarettes,HISPANIC,,Ages 19-30,2013
CIGS 30-DAY,13.41,30 Day,Cigarettes,HISPANIC,,Ages 19-30,2014
CIGS 30-DAY,11.03,30 Day,Cigarettes,HISPANIC,,Ages 19-30,2015
CIGS 30-DAY,9.3,30 Day,Cigarettes,HISPANIC,,Ages 19-30,2016
CIGS 30-DAY,9.43,30 Day,Cigarettes,HISPANIC,,Ages 19-30,2017
CIGS 30-DAY,10.6,30 Day,Cigarettes,HISPANIC,,Ages 19-30,2018
CIGS 30-DAY,9.1,30 Day,Cigarettes,HISPANIC,,Ages 19-30,2019
CIGS 30-DAY,6.5,30 Day,Cigarettes,HISPANIC,,Ages 19-30,2020
CIGS 30-DAY,6.6,30 Day,Cigarettes,HISPANIC,,Ages 19-30,2021
CIGS 30-DAY,7.8,30 Day,Cigarettes,HISPANIC,,Ages 19-30,2022
CIGS 30-DAY,9.7,30 Day,Cigarettes,HISPANIC,,Ages 19-30,2023
CIGS 30-DAY,28.94,30 Day,Cigarettes,,MEN,Ages 19-30,1988
CIGS 30-DAY,30.02,30 Day,Cigarettes,,MEN,Ages 19-30,1989
CIGS 30-DAY,27.88,30 Day,Cigarettes,,MEN,Ages 19-30,1990
CIGS 30-DAY,29.62,30 Day,Cigarettes,,MEN,Ages 19-30,1991
CIGS 30-DAY,28.29,30 Day,Cigarettes,,MEN,Ages 19-30,1992
CIGS 30-DAY,29.23,30 Day,Cigarettes,,MEN,Ages 19-30,1993
CIGS 30-DAY,30.18,30 Day,Cigarettes,,MEN,Ages 19-30,1994
CIGS 30-DAY,30.12,30 Day,Cigarettes,,MEN,Ages 19-30,1995
CIGS 30-DAY,29.9,30 Day,Cigarettes,,MEN,Ages 19-30,1996
CIGS 30-DAY,29.94,30 Day,Cigarettes,,MEN,Ages 19-30,1997
CIGS 30-DAY,31.86,30 Day,Cigarettes,,MEN,Ages 19-30,1998
CIGS 30-DAY,31.14,30 Day,Cigarettes,,MEN,Ages 19-30,1999
CIGS 30-DAY,31.33,30 Day,Cigarettes,,MEN,Ages 19-30,2000
CIGS 30-DAY,30.95,30 Day,Cigarettes,,MEN,Ages 19-30,2001
CIGS 30-DAY,31.13,30 Day,Cigarettes,,MEN,Ages 19-30,2002
CIGS 30-DAY,29.48,30 Day,Cigarettes,,MEN,Ages 19-30,2003
CIGS 30-DAY,32.68,30 Day,Cigarettes,,MEN,Ages 19-30,2004
CIGS 30-DAY,29.04,30 Day,Cigarettes,,MEN,Ages 19-30,2005
CIGS 30-DAY,30.4,30 Day,Cigarettes,,MEN,Ages 19-30,2006
CIGS 30-DAY,27.34,30 Day,Cigarettes,,MEN,Ages 19-30,2007
CIGS 30-DAY,29.27,30 Day,Cigarettes,,MEN,Ages 19-30,2008
CIGS 30-DAY,27.5,30 Day,Cigarettes,,MEN,Ages 19-30,2009
CIGS 30-DAY,28.19,30 Day,Cigarettes,,MEN,Ages 19-30,2010
