"drug","age","time","_NAME_","_2009","_2010","_2011","_2012","_2013","_2014","_2015","_2016","_2017","_2018","_2019","_2020","_2021","_2022","_1993","_1994","_1995","_1996","_1997","_1998","_1999","_2000","_2001","_2002","_2003","_2004","_2005","_2006","_2007","_2008","_1977","_1978","_1979","_1980","_1981","_1982","_1983","_1984","_1985","_1986","_1987","_1988","_1989","_1990","_1991","_1992"
"OxyContin","Ages 27-28","12 Month","estimate",4.0177,1.6964,2.3459,3.5955,2.9391,2.6320,2.3904,2.4796,1.5179,3.3538,2.2013,2.0681,2.140,3.327,".",".",".",".",".",".",".",".",".",1.1661,1.1882,2.3167,1.9240,3.0415,2.3378,2.7182,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"OxyContin","Ages 29-30","12 Month","estimate",2.2223,2.1699,2.3504,1.0100,1.3561,2.9477,2.6844,4.4034,2.7340,1.7608,1.7365,1.8686,1.975,1.273,".",".",".",".",".",".",".",".",".",1.7700,".",1.2815,2.3109,2.3305,1.4372,2.4072,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Regular Small Cigars","Ages 19-20","30 Day","estimate",".",".",".",".",".",11.4828,5.1641,6.6684,3.8991,5.4020,2.1022,5.5647,6.960,2.769,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Regular Small Cigars","Ages 19-30","30 Day","estimate",".",".",".",".",".",6.1965,5.0198,4.9443,3.4032,5.3360,2.5469,3.0225,3.752,2.997,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Regular Small Cigars","Ages 21-22","30 Day","estimate",".",".",".",".",".",6.2917,7.5245,5.3850,5.0310,4.4722,5.8791,4.8316,2.051,1.988,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Regular Small Cigars","Ages 23-24","30 Day","estimate",".",".",".",".",".",4.4129,3.3367,9.0358,2.3260,6.1919,0.4553,3.2651,3.975,5.499,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Regular Small Cigars","Ages 25-26","30 Day","estimate",".",".",".",".",".",5.9587,3.0694,4.2174,3.9755,6.4835,1.5497,1.1822,5.186,1.915,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Regular Small Cigars","Ages 27-28","30 Day","estimate",".",".",".",".",".",5.2061,6.0998,2.7061,2.4049,7.1943,1.0341,2.4881,4.133,1.293,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Regular Small Cigars","Ages 29-30","30 Day","estimate",".",".",".",".",".",3.8486,5.1705,1.4471,2.9484,2.4935,3.9090,1.4219,1.506,4.566,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ritalin","Ages 19-20","12 Month","estimate",3.0218,2.4019,2.0268,2.8377,3.9891,2.7071,3.1277,1.4224,0.8811,0.9508,1.5886,2.0807,1.773,0.370,".",".",".",".",".",".",".",".",".",3.5414,3.1995,3.7757,4.8487,2.5862,3.2185,2.7842,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ritalin","Ages 19-30","12 Month","estimate",1.7596,1.4110,1.2622,1.6199,1.9354,1.8158,1.6824,1.2376,1.1333,1.4029,1.1245,1.8044,1.426,1.463,".",".",".",".",".",".",".",".",".",2.1037,2.3615,2.3122,2.1138,2.5026,2.1256,2.1189,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ritalin","Ages 21-22","12 Month","estimate",1.0136,1.6156,2.1299,2.2840,2.9606,2.1331,1.5996,2.8216,1.3425,1.8416,2.1107,1.8527,1.228,0.539,".",".",".",".",".",".",".",".",".",4.1843,4.2898,3.1041,2.8998,4.4295,2.9572,3.0022,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ritalin","Ages 23-24","12 Month","estimate",1.9313,0.9727,2.0167,1.6813,1.5891,1.1860,2.4347,0.3657,3.4759,1.5877,0.7157,1.2211,1.446,0.497,".",".",".",".",".",".",".",".",".",3.0018,4.6712,3.3635,3.2208,2.8617,3.0768,3.2168,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ritalin","Ages 25-26","12 Month","estimate",1.4472,1.6301,0.7111,1.3272,1.2065,1.0960,1.4486,0.7568,0.7269,1.5339,1.4651,2.5650,0.946,0.245,".",".",".",".",".",".",".",".",".",1.5582,1.4749,1.3040,0.1370,2.1960,1.7815,2.2319,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ritalin","Ages 27-28","12 Month","estimate",1.5094,1.1067,0.2431,1.0182,1.5291,2.0185,1.1588,0.5553,0.3469,1.8058,0.9585,2.4662,2.165,3.482,".",".",".",".",".",".",".",".",".",0.6859,0.2393,1.5095,0.4321,1.3969,1.4857,1.0012,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ritalin","Ages 29-30","12 Month","estimate",1.5986,0.7522,0.3038,0.4945,0.2582,1.7896,0.5107,1.6047,0.1346,0.7296,0.0455,0.7201,1.124,2.787,".",".",".",".",".",".",".",".",".",".",0.7809,1.1289,1.3698,1.6754,0.3459,0.5391,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sedatives","Age 35","12 Month","estimate",3.1161,3.2432,4.5616,2.7201,2.5795,3.8183,2.2692,1.9906,2.9041,2.9669,1.8452,3.3617,1.398,2.361,1.515,1.7214,1.5918,1.6164,1.4026,0.9939,1.5435,0.7445,1.7774,1.9238,1.2376,1.2266,1.5982,0.9451,3.6467,3.9057,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sedatives","Age 35","30 Day","estimate",0.9570,1.8722,1.4829,0.7922,0.8237,1.0686,0.7874,1.0000,1.2482,0.4527,0.4199,1.0341,0.550,1.305,0.651,0.7051,0.7334,0.7038,0.4120,0.4866,0.7307,0.2943,0.8655,0.3897,0.4302,0.4933,0.5782,0.3000,1.5825,1.2254,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sedatives","Age 35","Lifetime","estimate",0.6627,0.7470,0.5547,0.9490,0.8363,1.0395,1.6903,1.5889,1.5572,0.8481,2.1640,1.5934,1.586,2.454,0.903,1.1105,1.1128,0.6448,1.2743,0.2839,0.5248,0.3473,0.9257,0.7602,1.6570,1.3080,0.4906,0.8110,0.7206,0.0627,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sedatives","Age 40","12 Month","estimate",3.3658,1.8721,1.9204,3.0259,3.2339,2.8311,2.2042,2.0110,2.0202,1.9559,1.8660,1.6644,1.306,2.991,".",".",".",".",".",0.9290,1.4632,1.6869,1.3989,1.0512,0.7544,1.0515,1.2326,1.4371,2.7402,3.2720,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sedatives","Age 40","30 Day","estimate",1.5126,0.8933,0.6396,1.1982,1.1123,0.9981,0.8975,1.1951,0.5885,0.6855,1.0011,0.7952,0.449,1.632,".",".",".",".",".",0.5176,0.7635,0.5929,0.6102,0.3652,0.4665,0.3288,0.3771,0.5092,1.5997,1.2150,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sedatives","Age 40","Lifetime","estimate",11.6952,7.9882,8.4343,14.3245,14.2124,10.9235,11.8399,17.2979,13.0375,12.4095,16.6487,13.4214,15.632,15.489,".",".",".",".",".",21.7712,19.1941,17.9174,17.8793,17.0681,13.2956,12.4195,12.2572,13.0263,13.4681,11.5024,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sedatives","Age 45","12 Month","estimate",2.7724,2.9751,1.9811,2.4899,2.9629,2.4609,3.0195,2.0059,2.7283,1.8616,1.3386,1.9368,3.120,1.775,".",".",".",".",".",".",".",".",".",".",0.8964,0.9956,1.4713,1.3943,2.6888,3.1738,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sedatives","Age 45","30 Day","estimate",1.0864,1.5515,1.3049,1.5010,1.7774,1.4151,1.2774,1.2767,1.2271,0.9377,0.5061,1.1610,1.820,1.067,".",".",".",".",".",".",".",".",".",".",0.2236,0.3467,0.6536,0.6754,1.1842,1.4827,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sedatives","Age 45","Lifetime","estimate",16.9129,16.3204,16.8636,16.6164,15.4350,14.6597,10.9329,12.2112,16.6930,16.1324,13.7885,15.0459,22.395,15.843,".",".",".",".",".",".",".",".",".",".",23.2984,20.8125,20.0108,20.6869,20.5068,18.4286,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sedatives","Age 50","12 Month","estimate",3.1955,2.9606,2.9176,2.4414,1.7006,2.2910,3.4177,1.5661,2.0062,3.2514,2.4105,1.7387,2.332,1.669,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",3.0040,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sedatives","Age 50","30 Day","estimate",2.1376,1.6301,1.5227,1.4964,0.9120,1.3657,1.6792,0.7697,1.0427,2.6773,1.7764,0.7757,1.373,1.434,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.2940,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sedatives","Age 50","Lifetime","estimate",23.9911,24.9661,24.1717,23.3654,19.5369,20.1053,21.1567,19.0609,19.9945,18.9675,15.8051,14.8819,16.121,19.609,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",25.9348,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sedatives","Age 55","12 Month","estimate",".",".",".",".",2.1176,1.6709,2.5428,2.3745,1.7376,1.7433,2.9784,2.0178,2.221,3.008,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sedatives","Age 55","Lifetime","estimate",".",".",".",".",27.4724,26.2302,25.7033,26.6426,25.4232,22.9467,22.9931,24.7933,22.516,22.387,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sedatives","Age 60","12 Month","estimate",".",".",".",".",".",".",".",".",".",1.8113,1.9395,1.9802,2.705,2.839,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sedatives","Age 60","Lifetime","estimate",".",".",".",".",".",".",".",".",".",29.2563,27.9469,28.1732,29.263,27.329,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sedatives","Ages 19-20","12 Month","estimate",3.8161,3.0170,3.1740,2.5238,2.9736,3.9248,2.7399,2.3523,2.0578,1.9937,1.5454,1.7811,1.362,2.893,1.910,2.8135,3.2905,3.6790,4.1340,3.3804,5.0338,4.5612,5.3512,5.6090,5.2793,5.8254,4.9794,4.3269,4.4916,5.7377,7.3640,6.3221,6.9268,4.7126,5.1327,4.5051,3.7356,3.3886,2.2206,2.4801,1.9996,1.9692,1.5021,1.7606,1.7774,1.7298
"Sedatives","Ages 19-20","30 Day","estimate",1.2277,0.7080,1.2160,1.1395,0.9521,0.9990,1.1694,1.1080,1.1175,1.0279,0.6884,1.2446,0.275,0.153,0.954,0.8968,1.3577,1.7194,1.8407,1.3842,1.9024,1.3387,3.0740,2.5724,2.1070,2.6719,1.9597,1.7233,2.0306,2.3875,2.0021,1.6597,2.3376,1.6632,1.6422,1.4114,1.0853,0.7356,0.7657,0.9603,0.7607,0.6575,0.3612,0.4387,0.5068,0.5038
"Sedatives","Ages 19-20","Lifetime","estimate",7.2184,6.0263,5.7208,4.5789,5.9384,6.9865,5.0753,4.3132,3.9390,3.3495,3.0523,3.1454,3.389,4.395,4.318,5.0692,6.4532,6.4190,7.3593,7.2746,8.4510,8.4538,8.2266,7.6113,7.9271,8.7460,9.6507,8.0189,7.6990,8.0977,15.3837,14.5740,13.7668,10.8550,9.7329,10.1512,9.5893,8.1348,7.1748,7.1355,6.3478,4.5333,4.8803,4.7227,4.5815,4.6900
"Sedatives","Ages 19-30","12 Month","estimate",3.7706,3.3543,3.3241,2.8377,3.3895,3.5025,2.8709,2.7881,2.4956,2.8180,2.0731,1.8175,1.469,1.394,1.788,1.8657,2.0034,2.1519,2.3303,2.2174,2.4535,2.8028,3.3479,3.4561,3.4674,3.8336,4.2347,3.9745,4.2130,4.6202,7.3640,6.3221,6.7889,5.1310,5.5422,4.2589,3.6314,2.9378,2.6694,2.3267,2.1023,1.8087,1.6500,1.9584,1.8183,1.7178
"Sedatives","Ages 19-30","30 Day","estimate",1.1692,1.1355,1.2626,1.0878,1.1912,1.0737,0.8200,1.0123,0.7041,1.0258,0.9433,0.8515,0.725,0.568,0.546,0.6278,0.6798,0.8730,0.9122,0.7883,0.9980,1.1040,1.5060,1.3264,1.2786,1.5994,1.5672,1.4240,1.6702,1.9203,2.0021,1.6597,2.3164,1.7547,1.8161,1.2544,1.0906,0.9440,0.8328,0.6951,0.7167,0.6335,0.5491,0.6689,0.5998,0.6248
"Sedatives","Ages 19-30","Lifetime","estimate",10.4043,9.8092,8.7685,7.7386,10.1492,10.4069,9.6003,8.2710,7.8231,9.0034,8.0180,7.1178,6.928,6.507,7.796,7.7449,7.7276,7.5714,7.1055,7.2509,7.4227,7.7611,8.0351,8.0024,8.1550,9.1015,10.5163,9.9664,10.5214,11.0193,15.3837,14.5740,14.8795,13.4099,13.2692,12.7210,12.6254,11.8408,11.7987,11.3598,10.6034,10.2910,9.4325,10.2642,9.6228,8.9085
"Sedatives","Ages 21-22","12 Month","estimate",5.8619,3.7173,2.9933,3.0595,3.9967,4.5547,3.8843,3.3054,2.3188,3.3147,2.2386,0.8997,1.623,1.209,1.787,2.2899,2.8079,2.4729,3.5526,2.9719,2.6193,3.4542,4.8413,3.8088,4.5602,4.3007,5.2291,5.1953,4.2081,5.1804,".",".",6.4726,5.6074,5.7851,4.1664,3.4338,2.5016,2.2715,2.7072,2.7194,1.9900,1.8829,1.9182,1.2727,1.7288
"Sedatives","Ages 21-22","30 Day","estimate",1.8100,1.1310,0.8824,1.3484,1.5017,1.2042,1.8005,1.7001,0.4660,0.8303,0.8951,0.3599,1.398,0.665,0.471,0.6236,0.9069,0.7820,1.2459,0.9816,1.3913,1.1602,1.9279,1.6264,2.2490,1.7116,1.8745,1.9069,1.5699,1.7696,".",".",2.2679,1.8591,2.1294,1.3923,1.0113,0.9525,0.6956,0.6076,0.8049,0.8759,0.7845,0.7238,0.5430,0.6454
"Sedatives","Ages 21-22","Lifetime","estimate",10.5465,8.9316,6.9429,5.4527,9.2679,8.9091,6.8535,5.9708,4.8901,6.2446,5.0942,4.1281,5.544,2.339,5.707,6.5154,6.0483,5.9739,6.9162,6.6522,7.1811,8.2081,9.5766,8.4791,8.3021,8.8506,10.0906,9.4192,9.1081,10.5070,".",".",17.4289,16.3254,15.0359,12.7201,11.4069,10.9622,9.3447,8.9158,8.2127,7.3758,6.6330,6.4319,5.4566,5.7945
"Sedatives","Ages 23-24","12 Month","estimate",2.6857,3.6583,3.6963,2.7517,3.3944,3.0718,2.9769,2.5873,2.4808,3.2105,2.4192,2.0757,1.466,1.344,1.676,1.7374,1.4677,2.3907,1.6729,2.5387,3.0274,3.7594,4.0475,4.0714,3.9028,4.8990,3.7605,4.8036,4.4424,5.0957,".",".",".",".",5.8872,4.0907,3.7798,2.7173,3.0936,2.3199,1.5500,2.1659,1.8623,2.4007,2.1561,1.8823
"Sedatives","Ages 23-24","30 Day","estimate",0.7364,1.1768,1.5214,1.4731,1.3219,1.1461,0.8163,1.1819,0.6739,1.4401,1.1150,0.9019,0.723,0.830,0.379,0.3826,0.6141,0.8818,0.7467,0.4520,1.3488,1.8423,1.7224,1.4990,1.3517,2.2233,1.1264,1.5749,1.7381,2.6483,".",".",".",".",1.4737,0.9206,1.3648,1.0211,0.8776,0.6042,0.5112,0.5271,0.6055,0.7538,0.6423,0.4449
"Sedatives","Ages 23-24","Lifetime","estimate",9.2503,9.4618,8.3428,7.8731,9.5703,9.7073,10.2495,8.9841,5.7669,9.6001,8.7299,5.1300,5.165,6.323,5.985,5.7360,6.2716,7.7606,6.4371,6.9945,7.9446,8.6062,7.7561,8.8943,9.9650,10.2339,10.2841,11.9552,10.5331,11.6021,".",".",".",".",17.0049,15.5892,14.9153,12.9391,11.9568,11.4632,9.8656,9.5479,8.2906,8.7298,9.5063,7.2513
"Sedatives","Ages 25-26","12 Month","estimate",4.5958,2.6501,4.3955,2.1735,4.5287,2.7672,2.5630,2.5408,2.9237,2.9565,1.7780,2.3546,1.375,1.350,2.142,1.3361,1.3085,1.0430,1.5081,1.5839,2.0289,2.6095,2.6346,2.7124,2.6238,3.3240,4.1431,3.1588,4.2442,4.7696,".",".",".",".",".",".",3.4675,3.1632,3.4878,1.9096,2.1676,1.5310,1.3723,2.2357,2.5410,1.5339
"Sedatives","Ages 25-26","30 Day","estimate",1.6724,1.1957,1.4070,0.4927,1.7917,1.0437,0.5140,0.3506,0.5356,0.7793,1.0959,1.2610,0.266,0.152,0.461,0.4632,0.4491,0.4027,0.3341,0.8304,0.5778,1.4050,1.0936,0.7264,0.7379,1.2034,1.7119,1.4096,1.6906,1.5499,".",".",".",".",".",".",0.6371,1.0829,1.0231,0.5687,1.1468,0.6988,0.3881,0.8978,0.5859,0.5411
"Sedatives","Ages 25-26","Lifetime","estimate",12.8926,10.1592,11.9719,10.0697,12.4978,10.3689,9.8534,8.2287,9.8643,12.1657,8.6628,9.5967,6.454,4.841,8.526,7.2321,7.0365,6.0861,5.6130,7.2299,7.0322,8.0669,8.4703,8.0139,8.2143,10.2203,11.5503,10.4618,11.0112,12.0516,".",".",".",".",".",".",17.3946,15.7747,16.2182,12.9891,10.7983,10.7721,9.9169,12.0334,11.6037,9.0826
"Sedatives","Ages 27-28","12 Month","estimate",2.9913,4.5401,2.7484,3.6311,2.6632,3.6786,2.8600,2.8559,2.6744,2.9513,2.7606,1.7173,1.351,1.138,2.242,1.7187,1.4704,1.9595,1.3178,1.8258,0.9673,1.5848,2.2473,2.8114,3.3650,2.5869,2.6927,2.6714,4.3256,3.9242,".",".",".",".",".",".",".",".",1.7827,2.2175,2.4025,1.2798,1.8849,1.7737,1.3443,1.3976
"Sedatives","Ages 27-28","30 Day","estimate",0.6639,1.4175,1.1640,1.1395,0.6179,1.0776,0.2154,1.3704,0.6975,1.0375,1.1750,0.6669,0.412,0.887,0.741,0.6730,0.4801,0.8049,0.6874,0.5823,0.3187,0.5046,1.2141,1.2170,1.1078,1.2430,1.3464,0.9597,1.3431,1.8245,".",".",".",".",".",".",".",".",0.7722,0.7580,0.5705,0.4566,0.6071,0.5238,0.5126,0.4312
"Sedatives","Ages 27-28","Lifetime","estimate",11.8202,12.2529,9.1590,9.1897,11.8706,13.6653,12.2387,10.7917,9.9949,9.2603,11.7002,8.8087,7.729,9.185,10.376,10.5126,8.4436,8.6540,6.6064,7.3369,6.3763,6.8036,6.6757,7.8701,8.8538,9.0399,9.7426,8.9978,13.2050,12.2094,".",".",".",".",".",".",".",".",17.4124,16.6429,15.3474,12.9026,11.9427,12.9777,11.9297,11.4890
"Sedatives","Ages 29-30","12 Month","estimate",2.7938,2.6089,2.7980,2.9250,2.7519,3.0127,2.2204,3.0546,2.4437,2.4499,1.7302,2.0217,1.590,1.267,1.063,1.3520,1.7063,1.4690,1.9013,1.0769,1.1882,1.0572,1.3179,2.0318,1.4963,2.3769,4.6290,3.8266,3.5944,3.1077,".",".",".",".",".",".",".",".",".",".",1.4602,1.9608,1.4428,1.6814,1.8864,2.0389
"Sedatives","Ages 29-30","30 Day","estimate",0.9438,1.1914,1.3750,0.9480,0.9687,0.9669,0.4588,0.4261,0.7561,1.0565,0.6930,0.7537,1.075,0.509,0.311,0.7274,0.2868,0.6954,0.6644,0.5539,0.5118,0.4105,0.2508,0.4864,0.3694,0.6979,1.3761,1.0173,1.6816,1.3555,".",".",".",".",".",".",".",".",".",".",0.3091,0.6032,0.5748,0.6756,0.8177,1.1585
"Sedatives","Ages 29-30","Lifetime","estimate",11.0225,12.0941,10.4843,9.2975,11.6795,12.4216,12.7034,10.6341,11.6133,12.4200,10.2650,10.5192,11.424,10.539,11.393,11.2084,12.0046,10.5904,9.7354,7.9937,7.5605,6.5248,7.5331,7.1184,5.6525,7.6072,11.6099,11.1598,11.4952,11.6995,".",".",".",".",".",".",".",".",".",".",15.4556,16.7525,14.6832,16.1374,14.4928,14.5453
"Sedatives","Ages 35-50","12 Month","estimate",3.1050,2.7662,2.8291,2.6621,2.4959,2.6135,2.6934,1.9903,2.2513,2.3253,2.1160,2.1319,2.100,2.352,1.515,1.7214,1.5918,1.6164,1.4026,0.9646,1.5062,1.2429,1.5870,1.4890,0.9543,1.0934,1.4359,1.2546,3.0107,3.3343,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sedatives","Ages 35-50","30 Day","estimate",1.4069,1.4895,1.2312,1.2525,1.1526,1.2176,1.1669,1.0639,1.0155,1.2148,0.9534,0.9420,1.073,1.348,0.651,0.7051,0.7334,0.7038,0.4120,0.5006,0.7459,0.4522,0.7371,0.3775,0.3806,0.3896,0.5409,0.4928,1.4524,1.3116,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sedatives","Ages 35-50","Lifetime","estimate",12.7167,12.2306,11.7764,13.1941,14.9673,14.0002,14.0531,14.9770,15.1121,14.0853,14.3393,13.2459,14.777,14.426,0.903,1.1105,1.1128,0.6448,1.2743,9.5732,8.8900,9.3013,9.0823,8.5577,12.1219,10.8374,10.7660,10.7948,11.2889,13.4116,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Small Cigars","Ages 19-20","12 Month","estimate",".",23.3352,23.9582,21.5432,22.7119,28.2281,22.4815,14.2868,21.1118,16.2767,8.8375,8.6544,8.126,3.365,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Small Cigars","Ages 19-30","12 Month","estimate",".",18.7442,18.8214,18.8631,18.2494,18.9799,17.6319,15.8343,17.0593,15.6854,11.4965,13.9640,11.917,10.538,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Small Cigars","Ages 21-22","12 Month","estimate",".",20.0216,22.4107,22.0311,19.0607,21.3399,18.9077,23.4257,17.5999,14.3645,10.3406,13.9285,10.769,7.376,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Small Cigars","Ages 23-24","12 Month","estimate",".",18.7141,20.1123,14.9126,17.4906,15.2434,20.9761,20.5535,17.4412,21.3068,13.4265,14.7930,14.785,10.228,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Small Cigars","Ages 25-26","12 Month","estimate",".",17.9877,14.9249,19.8012,20.4133,12.9949,15.5997,12.1500,18.6564,17.0798,13.2218,17.9830,12.047,9.725,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Small Cigars","Ages 27-28","12 Month","estimate",".",19.5824,18.1735,17.4553,14.5229,19.8217,15.3726,11.0793,10.6064,12.1734,13.1170,16.2000,13.532,14.186,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Small Cigars","Ages 29-30","12 Month","estimate",".",12.9206,13.0342,17.4452,15.3328,16.9051,13.2203,13.6910,17.6600,13.3020,10.2458,11.1853,10.951,13.847,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Snus","Ages 19-20","12 Month","estimate",".",".",6.6802,6.2688,8.9979,7.4304,9.4817,2.2205,5.6554,2.7328,4.2702,6.1502,3.334,1.185,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Snus","Ages 19-30","12 Month","estimate",".",".",6.1659,5.8395,5.2020,5.1665,4.8466,4.3409,4.1950,3.5537,3.6390,4.7074,3.045,2.767,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Snus","Ages 21-22","12 Month","estimate",".",".",11.0489,6.3502,4.9515,5.0829,4.6912,5.0934,4.5448,2.3652,0.1579,5.5560,4.440,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Snus","Ages 23-24","12 Month","estimate",".",".",5.7502,5.2802,4.5693,4.6615,2.5249,4.9199,5.5633,4.8701,6.0639,0.9505,1.993,7.447,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Snus","Ages 25-26","12 Month","estimate",".",".",3.2608,5.5309,3.6079,2.7120,5.2924,4.8033,3.3416,3.9869,4.1108,9.3789,4.282,0.864,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Snus","Ages 27-28","12 Month","estimate",".",".",6.3929,7.6056,1.5956,5.8666,5.0009,4.0801,3.9477,3.4810,3.4240,4.4640,2.586,2.163,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Snus","Ages 29-30","12 Month","estimate",".",".",3.7032,4.0502,7.9569,5.4442,2.5468,4.7743,2.3383,3.7255,3.4664,2.5620,1.807,3.973,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tranquilizers","Age 35","12 Month","estimate",4.8427,4.3716,6.1980,2.9099,4.7040,6.8035,5.0468,3.4946,4.4746,5.3476,4.6555,3.7375,3.966,4.479,3.762,2.9822,3.5150,3.4956,3.0878,1.8459,3.1921,2.9547,4.1443,4.3943,4.0918,3.5845,4.7273,3.9477,3.5923,5.6848,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tranquilizers","Age 35","30 Day","estimate",1.9647,2.0615,2.4946,1.4214,1.8649,2.6153,2.1201,1.3972,2.0316,2.0894,2.1143,2.0115,1.568,1.017,1.235,0.9730,1.3395,1.3691,1.6363,0.4475,1.3284,1.4464,1.3918,2.0092,1.3993,1.1897,1.9109,1.0891,1.8460,1.8303,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tranquilizers","Age 35","Lifetime","estimate",12.2532,12.3775,16.8176,15.5644,16.7226,19.4755,20.7715,18.7262,16.7076,21.1356,21.5690,18.8556,17.457,18.468,23.852,22.1725,22.0297,22.0196,18.6312,15.8280,16.6002,14.4530,15.9993,16.3432,12.3092,13.0246,13.4871,11.9495,13.6551,15.7862,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
