drug,time,grade,year,estimate,LBYear1,LBYear2
Rohypnol,Lifetime,8th Grade,2014,0.6,2001,
Rohypnol,Lifetime,8th Grade,2015,0.8,2001,
Rohypnol,Lifetime,8th Grade,2016,0.9,2001,
Rohypnol,Lifetime,8th Grade,2017,0.6,2001,
Rohypnol,Lifetime,8th Grade,2018,0.7,2001,
Rohypnol,Lifetime,8th Grade,2019,0.6,2001,
Rohypnol,Lifetime,8th Grade,2021,0.3,2001,
Rohypnol,Lifetime,8th Grade,2022,0.4,2001,
Rohypnol,Lifetime,8th Grade,2023,0.5,2001,
Rohypnol,Lifetime,8th Grade,2024,0.3,2001,
Sedatives,30 Day,12th Grade,1975,4.7,,
Sedatives,30 Day,12th Grade,1976,3.9,,
Sedatives,30 Day,12th Grade,1977,4.3,,
Sedatives,30 Day,12th Grade,1978,3.2,,
Sedatives,30 Day,12th Grade,1979,3.2,,
Sedatives,30 Day,12th Grade,1980,2.9,,
Sedatives,30 Day,12th Grade,1981,2.6,,
Sedatives,30 Day,12th Grade,1982,2,,
Sedatives,30 Day,12th Grade,1983,2.1,,
Sedatives,30 Day,12th Grade,1984,1.7,,
Sedatives,30 Day,12th Grade,1985,2,,
Sedatives,30 Day,12th Grade,1986,1.8,,
Sedatives,30 Day,12th Grade,1987,1.4,,
Sedatives,30 Day,12th Grade,1988,1.2,,
Sedatives,30 Day,12th Grade,1989,1.4,,
Sedatives,30 Day,12th Grade,1990,1.3,,
Sedatives,30 Day,12th Grade,1991,1.4,,
Sedatives,30 Day,12th Grade,1992,1.1,,
Sedatives,30 Day,12th Grade,1993,1.3,,
Sedatives,30 Day,12th Grade,1994,1.7,,
Sedatives,30 Day,12th Grade,1995,2.2,,
Sedatives,30 Day,12th Grade,1996,2.1,,
Sedatives,30 Day,12th Grade,1997,2.1,,
Sedatives,30 Day,12th Grade,1998,2.6,,
Sedatives,30 Day,12th Grade,1999,2.6,,
Sedatives,30 Day,12th Grade,2000,3,,
Sedatives,30 Day,12th Grade,2001,2.8,,
Sedatives,30 Day,12th Grade,2002,3.2,,
Sedatives,30 Day,12th Grade,2003,2.9,,
Sedatives,30 Day,12th Grade,2004,2.9,,
Sedatives,30 Day,12th Grade,2005,3.3,,
Sedatives,30 Day,12th Grade,2006,3,,
Sedatives,30 Day,12th Grade,2007,2.7,,
Sedatives,30 Day,12th Grade,2008,2.8,,
Sedatives,30 Day,12th Grade,2009,2.5,,
Sedatives,30 Day,12th Grade,2010,2.2,,
Sedatives,30 Day,12th Grade,2011,1.8,,
Sedatives,30 Day,12th Grade,2012,2,,
Sedatives,30 Day,12th Grade,2013,2.2,,
Sedatives,30 Day,12th Grade,2014,2,,
Sedatives,30 Day,12th Grade,2015,1.7,,
Sedatives,30 Day,12th Grade,2016,1.5,,
Sedatives,30 Day,12th Grade,2017,1.4,,
Sedatives,30 Day,12th Grade,2018,1.2,,
Sedatives,30 Day,12th Grade,2019,1.2,,
Sedatives,30 Day,12th Grade,2020,1.2,,
Sedatives,30 Day,12th Grade,2021,0.9,,
Sedatives,30 Day,12th Grade,2022,1.1,,
Sedatives,30 Day,12th Grade,2023,0.7,,
Sedatives,30 Day,12th Grade,2024,0.2,,
Sedatives,12 Month,12th Grade,1975,10.7,,
Sedatives,12 Month,12th Grade,1976,9.6,,
Sedatives,12 Month,12th Grade,1977,9.3,,
Sedatives,12 Month,12th Grade,1978,8.1,,
Sedatives,12 Month,12th Grade,1979,7.5,,
Sedatives,12 Month,12th Grade,1980,6.8,,
Sedatives,12 Month,12th Grade,1981,6.6,,
Sedatives,12 Month,12th Grade,1982,5.5,,
Sedatives,12 Month,12th Grade,1983,5.2,,
Sedatives,12 Month,12th Grade,1984,4.9,,
Sedatives,12 Month,12th Grade,1985,4.6,,
Sedatives,12 Month,12th Grade,1986,4.2,,
Sedatives,12 Month,12th Grade,1987,3.6,,
Sedatives,12 Month,12th Grade,1988,3.2,,
Sedatives,12 Month,12th Grade,1989,3.3,,
Sedatives,12 Month,12th Grade,1990,3.4,,
Sedatives,12 Month,12th Grade,1991,3.4,,
Sedatives,12 Month,12th Grade,1992,2.8,,
Sedatives,12 Month,12th Grade,1993,3.4,,
Sedatives,12 Month,12th Grade,1994,4.1,,
Sedatives,12 Month,12th Grade,1995,4.7,,
Sedatives,12 Month,12th Grade,1996,4.9,,
Sedatives,12 Month,12th Grade,1997,5.1,,
Sedatives,12 Month,12th Grade,1998,5.5,,
Sedatives,12 Month,12th Grade,1999,5.8,,
Sedatives,12 Month,12th Grade,2000,6.2,,
Sedatives,12 Month,12th Grade,2001,5.7,,
Sedatives,12 Month,12th Grade,2002,6.7,,
Sedatives,12 Month,12th Grade,2003,6,,
Sedatives,12 Month,12th Grade,2004,6.5,,
Sedatives,12 Month,12th Grade,2005,7.2,,
Sedatives,12 Month,12th Grade,2006,6.6,,
Sedatives,12 Month,12th Grade,2007,6.2,,
Sedatives,12 Month,12th Grade,2008,5.8,,
Sedatives,12 Month,12th Grade,2009,5.2,,
Sedatives,12 Month,12th Grade,2010,4.8,,
Sedatives,12 Month,12th Grade,2011,4.3,,
Sedatives,12 Month,12th Grade,2012,4.5,,
Sedatives,12 Month,12th Grade,2013,4.8,,
Sedatives,12 Month,12th Grade,2014,4.3,,
Sedatives,12 Month,12th Grade,2015,3.6,,
Sedatives,12 Month,12th Grade,2016,3,,
Sedatives,12 Month,12th Grade,2017,2.9,,
Sedatives,12 Month,12th Grade,2018,2.7,,
Sedatives,12 Month,12th Grade,2019,2.5,,
Sedatives,12 Month,12th Grade,2020,2.4,,
Sedatives,12 Month,12th Grade,2021,1.8,,
Sedatives,12 Month,12th Grade,2022,2,,
Sedatives,12 Month,12th Grade,2023,1.5,,
Sedatives,12 Month,12th Grade,2024,1,,
Sedatives,Lifetime,12th Grade,1975,16.9,,
Sedatives,Lifetime,12th Grade,1976,16.2,,
Sedatives,Lifetime,12th Grade,1977,15.6,,
Sedatives,Lifetime,12th Grade,1978,13.7,,
Sedatives,Lifetime,12th Grade,1979,11.8,,
Sedatives,Lifetime,12th Grade,1980,11,,
Sedatives,Lifetime,12th Grade,1981,11.3,,
Sedatives,Lifetime,12th Grade,1982,10.3,,
Sedatives,Lifetime,12th Grade,1983,9.9,,
Sedatives,Lifetime,12th Grade,1984,9.9,,
Sedatives,Lifetime,12th Grade,1985,9.2,,
Sedatives,Lifetime,12th Grade,1986,8.4,,
Sedatives,Lifetime,12th Grade,1987,7.4,,
Sedatives,Lifetime,12th Grade,1988,6.7,,
Sedatives,Lifetime,12th Grade,1989,6.5,,
Sedatives,Lifetime,12th Grade,1990,6.8,,
Sedatives,Lifetime,12th Grade,1991,6.2,,
Sedatives,Lifetime,12th Grade,1992,5.5,,
Sedatives,Lifetime,12th Grade,1993,6.3,,
Sedatives,Lifetime,12th Grade,1994,7,,
Sedatives,Lifetime,12th Grade,1995,7.4,,
Sedatives,Lifetime,12th Grade,1996,7.6,,
Sedatives,Lifetime,12th Grade,1997,8.1,,
Sedatives,Lifetime,12th Grade,1998,8.7,,
Sedatives,Lifetime,12th Grade,1999,8.9,,
Sedatives,Lifetime,12th Grade,2000,9.2,,
Sedatives,Lifetime,12th Grade,2001,8.7,,
Sedatives,Lifetime,12th Grade,2002,9.5,,
Sedatives,Lifetime,12th Grade,2003,8.8,,
Sedatives,Lifetime,12th Grade,2004,9.9,,
Sedatives,Lifetime,12th Grade,2005,10.5,,
Sedatives,Lifetime,12th Grade,2006,10.2,,
Sedatives,Lifetime,12th Grade,2007,9.3,,
Sedatives,Lifetime,12th Grade,2008,8.5,,
Sedatives,Lifetime,12th Grade,2009,8.2,,
Sedatives,Lifetime,12th Grade,2010,7.5,,
Sedatives,Lifetime,12th Grade,2011,7,,
Sedatives,Lifetime,12th Grade,2012,6.9,,
Sedatives,Lifetime,12th Grade,2013,7.5,,
Sedatives,Lifetime,12th Grade,2014,6.8,,
Sedatives,Lifetime,12th Grade,2015,5.9,,
Sedatives,Lifetime,12th Grade,2016,5.2,,
Sedatives,Lifetime,12th Grade,2017,4.5,,
Sedatives,Lifetime,12th Grade,2018,4.2,,
Sedatives,Lifetime,12th Grade,2019,4.2,,
Sedatives,Lifetime,12th Grade,2020,4.4,,
Sedatives,Lifetime,12th Grade,2021,3.5,,
Sedatives,Lifetime,12th Grade,2022,3.6,,
Sedatives,Lifetime,12th Grade,2023,2.9,,
Sedatives,Lifetime,12th Grade,2024,2.3,,
Cigarillos (Small Cigars),12 Month,12th Grade,2010,23.1,,
Cigarillos (Small Cigars),12 Month,12th Grade,2011,19.5,,
Cigarillos (Small Cigars),12 Month,12th Grade,2012,19.9,,
Cigarillos (Small Cigars),12 Month,12th Grade,2013,20.4,,
Cigarillos (Small Cigars),12 Month,12th Grade,2014,18.9,,
Cigarillos (Small Cigars),12 Month,12th Grade,2015,15.9,,
Cigarillos (Small Cigars),12 Month,12th Grade,2016,15.6,,
Cigarillos (Small Cigars),12 Month,12th Grade,2017,13.3,,
Cigarillos (Small Cigars),12 Month,12th Grade,2018,9.2,,
Cigarillos (Small Cigars),12 Month,12th Grade,2019,7.8,,
Cigarillos (Small Cigars),12 Month,12th Grade,2021,3.4,,
Cigarillos (Small Cigars),12 Month,12th Grade,2022,5.6,,
Cigarillos (Small Cigars),12 Month,12th Grade,2023,4.4,,
Cigarillos (Small Cigars),12 Month,12th Grade,2024,3.1,,
Smokeless Tobacco,30 Day,10th Grade,1991,10,,
Smokeless Tobacco,30 Day,10th Grade,1992,9.6,,
Smokeless Tobacco,30 Day,10th Grade,1993,10.4,,
Smokeless Tobacco,30 Day,10th Grade,1994,10.5,,
Smokeless Tobacco,30 Day,10th Grade,1995,9.7,,
Smokeless Tobacco,30 Day,10th Grade,1996,8.6,,
Smokeless Tobacco,30 Day,10th Grade,1997,8.9,,
Smokeless Tobacco,30 Day,10th Grade,1998,7.5,,
Smokeless Tobacco,30 Day,10th Grade,1999,6.5,,
Smokeless Tobacco,30 Day,10th Grade,2000,6.1,,
Smokeless Tobacco,30 Day,10th Grade,2001,6.9,,
Smokeless Tobacco,30 Day,10th Grade,2002,6.1,,
Smokeless Tobacco,30 Day,10th Grade,2003,5.3,,
Smokeless Tobacco,30 Day,10th Grade,2004,4.9,,
Smokeless Tobacco,30 Day,10th Grade,2005,5.6,,
Smokeless Tobacco,30 Day,10th Grade,2006,5.7,,
Smokeless Tobacco,30 Day,10th Grade,2007,6.1,,
Smokeless Tobacco,30 Day,10th Grade,2008,5,,
Smokeless Tobacco,30 Day,10th Grade,2009,6.5,,
Smokeless Tobacco,30 Day,10th Grade,2010,7.5,,
Smokeless Tobacco,30 Day,10th Grade,2011,6.6,,
Smokeless Tobacco,30 Day,10th Grade,2012,6.4,,
Smokeless Tobacco,30 Day,10th Grade,2013,6.4,,
Smokeless Tobacco,30 Day,10th Grade,2014,5.3,,
Smokeless Tobacco,30 Day,10th Grade,2015,4.9,,
Smokeless Tobacco,30 Day,10th Grade,2016,3.5,,
Smokeless Tobacco,30 Day,10th Grade,2017,3.8,,
Smokeless Tobacco,30 Day,10th Grade,2018,3.9,,
Smokeless Tobacco,30 Day,10th Grade,2019,3.2,,
Smokeless Tobacco,30 Day,10th Grade,2020,3.5,,
Smokeless Tobacco,30 Day,10th Grade,2021,1.7,,
Smokeless Tobacco,30 Day,10th Grade,2022,2.5,,
Smokeless Tobacco,30 Day,10th Grade,2023,2.3,,
Smokeless Tobacco,30 Day,10th Grade,2024,2.1,,
Smokeless Tobacco,30 Day,12th Grade,1986,11.5,,
Smokeless Tobacco,30 Day,12th Grade,1987,11.3,,
Smokeless Tobacco,30 Day,12th Grade,1988,10.3,,
Smokeless Tobacco,30 Day,12th Grade,1989,8.4,,
Smokeless Tobacco,30 Day,12th Grade,1992,11.4,,
Smokeless Tobacco,30 Day,12th Grade,1993,10.7,,
Smokeless Tobacco,30 Day,12th Grade,1994,11.1,,
Smokeless Tobacco,30 Day,12th Grade,1995,12.2,,
Smokeless Tobacco,30 Day,12th Grade,1996,9.8,,
Smokeless Tobacco,30 Day,12th Grade,1997,9.7,,
Smokeless Tobacco,30 Day,12th Grade,1998,8.8,,
Smokeless Tobacco,30 Day,12th Grade,1999,8.4,,
Smokeless Tobacco,30 Day,12th Grade,2000,7.6,,
Smokeless Tobacco,30 Day,12th Grade,2001,7.8,,
Smokeless Tobacco,30 Day,12th Grade,2002,6.5,,
Smokeless Tobacco,30 Day,12th Grade,2003,6.7,,
Smokeless Tobacco,30 Day,12th Grade,2004,6.7,,
Smokeless Tobacco,30 Day,12th Grade,2005,7.6,,
Smokeless Tobacco,30 Day,12th Grade,2006,6.1,,
Smokeless Tobacco,30 Day,12th Grade,2007,6.6,,
Smokeless Tobacco,30 Day,12th Grade,2008,6.5,,
Smokeless Tobacco,30 Day,12th Grade,2009,8.4,,
Smokeless Tobacco,30 Day,12th Grade,2010,8.5,,
Smokeless Tobacco,30 Day,12th Grade,2011,8.3,,
Smokeless Tobacco,30 Day,12th Grade,2012,7.9,,
Smokeless Tobacco,30 Day,12th Grade,2013,8.1,,
Smokeless Tobacco,30 Day,12th Grade,2014,8.4,,
Smokeless Tobacco,30 Day,12th Grade,2015,6.1,,
Smokeless Tobacco,30 Day,12th Grade,2016,6.6,,
Smokeless Tobacco,30 Day,12th Grade,2017,4.9,,
Smokeless Tobacco,30 Day,12th Grade,2018,4.2,,
Smokeless Tobacco,30 Day,12th Grade,2019,3.5,,
Smokeless Tobacco,30 Day,12th Grade,2021,2.2,,
Smokeless Tobacco,30 Day,12th Grade,2022,3.2,,
Smokeless Tobacco,30 Day,12th Grade,2023,2.5,,
Smokeless Tobacco,30 Day,12th Grade,2024,3.3,,
Smokeless Tobacco,30 Day,8th Grade,1991,6.9,,
Smokeless Tobacco,30 Day,8th Grade,1992,7,,
Smokeless Tobacco,30 Day,8th Grade,1993,6.6,,
Smokeless Tobacco,30 Day,8th Grade,1994,7.7,,
Smokeless Tobacco,30 Day,8th Grade,1995,7.1,,
Smokeless Tobacco,30 Day,8th Grade,1996,7.1,,
Smokeless Tobacco,30 Day,8th Grade,1997,5.5,,
Smokeless Tobacco,30 Day,8th Grade,1998,4.8,,
Smokeless Tobacco,30 Day,8th Grade,1999,4.5,,
Smokeless Tobacco,30 Day,8th Grade,2000,4.2,,
Smokeless Tobacco,30 Day,8th Grade,2001,4,,
Smokeless Tobacco,30 Day,8th Grade,2002,3.3,,
Smokeless Tobacco,30 Day,8th Grade,2003,4.1,,
Smokeless Tobacco,30 Day,8th Grade,2004,4.1,,
Smokeless Tobacco,30 Day,8th Grade,2005,3.3,,
Smokeless Tobacco,30 Day,8th Grade,2006,3.7,,
Smokeless Tobacco,30 Day,8th Grade,2007,3.2,,
Smokeless Tobacco,30 Day,8th Grade,2008,3.5,,
Smokeless Tobacco,30 Day,8th Grade,2009,3.7,,
Smokeless Tobacco,30 Day,8th Grade,2010,4.1,,
Smokeless Tobacco,30 Day,8th Grade,2011,3.5,,
Smokeless Tobacco,30 Day,8th Grade,2012,2.8,,
Smokeless Tobacco,30 Day,8th Grade,2013,2.8,,
Smokeless Tobacco,30 Day,8th Grade,2014,3,,
Smokeless Tobacco,30 Day,8th Grade,2015,3.2,,
Smokeless Tobacco,30 Day,8th Grade,2016,2.5,,
Smokeless Tobacco,30 Day,8th Grade,2017,1.7,,
Smokeless Tobacco,30 Day,8th Grade,2018,2.1,,
Smokeless Tobacco,30 Day,8th Grade,2019,2.5,,
Smokeless Tobacco,30 Day,8th Grade,2020,2.3,,
Smokeless Tobacco,30 Day,8th Grade,2021,1.6,,
Smokeless Tobacco,30 Day,8th Grade,2022,1.2,,
Smokeless Tobacco,30 Day,8th Grade,2023,1.6,,
Smokeless Tobacco,30 Day,8th Grade,2024,1.5,,
Smokeless Tobacco,Daily,10th Grade,1991,3.3,,
Smokeless Tobacco,Daily,10th Grade,1992,3,,
Smokeless Tobacco,Daily,10th Grade,1993,3.3,,
Smokeless Tobacco,Daily,10th Grade,1994,3,,
Smokeless Tobacco,Daily,10th Grade,1995,2.7,,
Smokeless Tobacco,Daily,10th Grade,1996,2.2,,
Smokeless Tobacco,Daily,10th Grade,1997,2.2,,
Smokeless Tobacco,Daily,10th Grade,1998,2.2,,
Smokeless Tobacco,Daily,10th Grade,1999,1.5,,
Smokeless Tobacco,Daily,10th Grade,2000,1.9,,
Smokeless Tobacco,Daily,10th Grade,2001,2.2,,
Smokeless Tobacco,Daily,10th Grade,2002,1.7,,
Smokeless Tobacco,Daily,10th Grade,2003,1.8,,
Smokeless Tobacco,Daily,10th Grade,2004,1.6,,
Smokeless Tobacco,Daily,10th Grade,2005,1.9,,
Smokeless Tobacco,Daily,10th Grade,2006,1.7,,
Smokeless Tobacco,Daily,10th Grade,2007,1.6,,
Smokeless Tobacco,Daily,10th Grade,2008,1.4,,
Smokeless Tobacco,Daily,10th Grade,2009,1.9,,
Smokeless Tobacco,Daily,10th Grade,2010,2.5,,
Smokeless Tobacco,Daily,10th Grade,2011,1.7,,
Smokeless Tobacco,Daily,10th Grade,2012,2,,
Smokeless Tobacco,Daily,10th Grade,2013,1.9,,
Smokeless Tobacco,Daily,10th Grade,2014,1.8,,
Smokeless Tobacco,Daily,10th Grade,2015,1.6,,
Smokeless Tobacco,Daily,10th Grade,2016,1,,
Smokeless Tobacco,Daily,10th Grade,2017,0.6,,
Smokeless Tobacco,Daily,10th Grade,2018,1,,
Smokeless Tobacco,Daily,10th Grade,2019,0.9,,
Smokeless Tobacco,Daily,10th Grade,2020,0.7,,
Smokeless Tobacco,Daily,10th Grade,2021,0.4,,
Smokeless Tobacco,Daily,10th Grade,2022,0.7,,
Smokeless Tobacco,Daily,10th Grade,2023,0.5,,
Smokeless Tobacco,Daily,10th Grade,2024,0.5,,
Smokeless Tobacco,Daily,12th Grade,1986,4.7,,
Smokeless Tobacco,Daily,12th Grade,1987,5.1,,
Smokeless Tobacco,Daily,12th Grade,1988,4.3,,
Smokeless Tobacco,Daily,12th Grade,1989,3.3,,
Smokeless Tobacco,Daily,12th Grade,1992,4.3,,
Smokeless Tobacco,Daily,12th Grade,1993,3.3,,
Smokeless Tobacco,Daily,12th Grade,1994,3.9,,
Smokeless Tobacco,Daily,12th Grade,1995,3.6,,
Smokeless Tobacco,Daily,12th Grade,1996,3.3,,
Smokeless Tobacco,Daily,12th Grade,1997,4.4,,
Smokeless Tobacco,Daily,12th Grade,1998,3.2,,
Smokeless Tobacco,Daily,12th Grade,1999,2.9,,
Smokeless Tobacco,Daily,12th Grade,2000,3.2,,
Smokeless Tobacco,Daily,12th Grade,2001,2.8,,
Smokeless Tobacco,Daily,12th Grade,2002,2,,
Smokeless Tobacco,Daily,12th Grade,2003,2.2,,
Smokeless Tobacco,Daily,12th Grade,2004,2.8,,
Smokeless Tobacco,Daily,12th Grade,2005,2.5,,
Smokeless Tobacco,Daily,12th Grade,2006,2.2,,
Smokeless Tobacco,Daily,12th Grade,2007,2.8,,
Smokeless Tobacco,Daily,12th Grade,2008,2.7,,
Smokeless Tobacco,Daily,12th Grade,2009,2.9,,
Smokeless Tobacco,Daily,12th Grade,2010,3.1,,
Smokeless Tobacco,Daily,12th Grade,2011,3.1,,
Smokeless Tobacco,Daily,12th Grade,2012,3.2,,
Smokeless Tobacco,Daily,12th Grade,2013,3,,
Smokeless Tobacco,Daily,12th Grade,2014,3.4,,
Smokeless Tobacco,Daily,12th Grade,2015,2.9,,
Smokeless Tobacco,Daily,12th Grade,2016,2.7,,
Smokeless Tobacco,Daily,12th Grade,2017,2,,
Smokeless Tobacco,Daily,12th Grade,2018,1.6,,
Smokeless Tobacco,Daily,12th Grade,2019,1.1,,
Smokeless Tobacco,Daily,12th Grade,2021,0.7,,
Smokeless Tobacco,Daily,12th Grade,2022,1.1,,
Smokeless Tobacco,Daily,12th Grade,2023,0.4,,
Smokeless Tobacco,Daily,12th Grade,2024,0.9,,
Smokeless Tobacco,Daily,8th Grade,1991,1.6,,
Smokeless Tobacco,Daily,8th Grade,1992,1.8,,
Smokeless Tobacco,Daily,8th Grade,1993,1.5,,
Smokeless Tobacco,Daily,8th Grade,1994,1.9,,
Smokeless Tobacco,Daily,8th Grade,1995,1.2,,
Smokeless Tobacco,Daily,8th Grade,1996,1.5,,
Smokeless Tobacco,Daily,8th Grade,1997,1,,
Smokeless Tobacco,Daily,8th Grade,1998,1,,
Smokeless Tobacco,Daily,8th Grade,1999,0.9,,
Smokeless Tobacco,Daily,8th Grade,2000,0.9,,
Smokeless Tobacco,Daily,8th Grade,2001,1.2,,
Smokeless Tobacco,Daily,8th Grade,2002,0.8,,
Smokeless Tobacco,Daily,8th Grade,2003,0.8,,
Smokeless Tobacco,Daily,8th Grade,2004,1,,
Smokeless Tobacco,Daily,8th Grade,2005,0.7,,
Smokeless Tobacco,Daily,8th Grade,2006,0.7,,
Smokeless Tobacco,Daily,8th Grade,2007,0.8,,
Smokeless Tobacco,Daily,8th Grade,2008,0.8,,
Smokeless Tobacco,Daily,8th Grade,2009,0.8,,
Smokeless Tobacco,Daily,8th Grade,2010,0.9,,
Smokeless Tobacco,Daily,8th Grade,2011,0.8,,
Smokeless Tobacco,Daily,8th Grade,2012,0.5,,
Smokeless Tobacco,Daily,8th Grade,2013,0.5,,
Smokeless Tobacco,Daily,8th Grade,2014,0.5,,
Smokeless Tobacco,Daily,8th Grade,2015,0.8,,
Smokeless Tobacco,Daily,8th Grade,2016,0.6,,
Smokeless Tobacco,Daily,8th Grade,2017,0.4,,
Smokeless Tobacco,Daily,8th Grade,2018,0.3,,
Smokeless Tobacco,Daily,8th Grade,2019,0.5,,
Smokeless Tobacco,Daily,8th Grade,2020,0.5,,
Smokeless Tobacco,Daily,8th Grade,2021,0.4,,
Smokeless Tobacco,Daily,8th Grade,2022,0.3,,
Smokeless Tobacco,Daily,8th Grade,2023,0.5,,
Smokeless Tobacco,Daily,8th Grade,2024,0.2,,
Smokeless Tobacco,Lifetime,10th Grade,1991,28.2,,
Smokeless Tobacco,Lifetime,10th Grade,1992,26.6,,
Smokeless Tobacco,Lifetime,10th Grade,1993,28.1,,
Smokeless Tobacco,Lifetime,10th Grade,1994,29.2,,
Smokeless Tobacco,Lifetime,10th Grade,1995,27.6,,
Smokeless Tobacco,Lifetime,10th Grade,1996,27.4,,
Smokeless Tobacco,Lifetime,10th Grade,1997,26.3,,
Smokeless Tobacco,Lifetime,10th Grade,1998,22.7,,
Smokeless Tobacco,Lifetime,10th Grade,1999,20.4,,
Smokeless Tobacco,Lifetime,10th Grade,2000,19.1,,
Smokeless Tobacco,Lifetime,10th Grade,2001,19.5,,
Smokeless Tobacco,Lifetime,10th Grade,2002,16.9,,
Smokeless Tobacco,Lifetime,10th Grade,2003,14.6,,
Smokeless Tobacco,Lifetime,10th Grade,2004,13.8,,
Smokeless Tobacco,Lifetime,10th Grade,2005,14.5,,
Smokeless Tobacco,Lifetime,10th Grade,2006,15,,
Smokeless Tobacco,Lifetime,10th Grade,2007,15.1,,
Smokeless Tobacco,Lifetime,10th Grade,2008,12.2,,
Smokeless Tobacco,Lifetime,10th Grade,2009,15.2,,
Smokeless Tobacco,Lifetime,10th Grade,2010,16.8,,
Smokeless Tobacco,Lifetime,10th Grade,2011,15.6,,
Smokeless Tobacco,Lifetime,10th Grade,2012,15.4,,
Smokeless Tobacco,Lifetime,10th Grade,2013,14,,
Smokeless Tobacco,Lifetime,10th Grade,2014,13.6,,
Smokeless Tobacco,Lifetime,10th Grade,2015,12.3,,
Smokeless Tobacco,Lifetime,10th Grade,2016,10.2,,
Smokeless Tobacco,Lifetime,10th Grade,2017,9.1,,
Smokeless Tobacco,Lifetime,10th Grade,2018,10,,
Smokeless Tobacco,Lifetime,10th Grade,2019,9.2,,
Smokeless Tobacco,Lifetime,10th Grade,2020,9.3,,
Smokeless Tobacco,Lifetime,10th Grade,2021,4.9,,
Smokeless Tobacco,Lifetime,10th Grade,2022,5.8,,
Smokeless Tobacco,Lifetime,10th Grade,2023,5.5,,
Smokeless Tobacco,Lifetime,10th Grade,2024,4.6,,
Smokeless Tobacco,Lifetime,12th Grade,1986,31.4,,
Smokeless Tobacco,Lifetime,12th Grade,1987,32.2,,
Smokeless Tobacco,Lifetime,12th Grade,1988,30.4,,
Smokeless Tobacco,Lifetime,12th Grade,1989,29.2,,
Smokeless Tobacco,Lifetime,12th Grade,1992,32.4,,
Smokeless Tobacco,Lifetime,12th Grade,1993,31,,
Smokeless Tobacco,Lifetime,12th Grade,1994,30.7,,
Smokeless Tobacco,Lifetime,12th Grade,1995,30.9,,
Smokeless Tobacco,Lifetime,12th Grade,1996,29.8,,
Smokeless Tobacco,Lifetime,12th Grade,1997,25.3,,
Smokeless Tobacco,Lifetime,12th Grade,1998,26.2,,
Smokeless Tobacco,Lifetime,12th Grade,1999,23.4,,
Smokeless Tobacco,Lifetime,12th Grade,2000,23.1,,
Smokeless Tobacco,Lifetime,12th Grade,2001,19.7,,
Smokeless Tobacco,Lifetime,12th Grade,2002,18.3,,
Smokeless Tobacco,Lifetime,12th Grade,2003,17,,
Smokeless Tobacco,Lifetime,12th Grade,2004,16.7,,
Smokeless Tobacco,Lifetime,12th Grade,2005,17.5,,
Smokeless Tobacco,Lifetime,12th Grade,2006,15.2,,
Smokeless Tobacco,Lifetime,12th Grade,2007,15.1,,
Smokeless Tobacco,Lifetime,12th Grade,2008,15.6,,
Smokeless Tobacco,Lifetime,12th Grade,2009,16.3,,
Smokeless Tobacco,Lifetime,12th Grade,2010,17.6,,
Smokeless Tobacco,Lifetime,12th Grade,2011,16.9,,
Smokeless Tobacco,Lifetime,12th Grade,2012,17.4,,
Smokeless Tobacco,Lifetime,12th Grade,2013,17.2,,
Smokeless Tobacco,Lifetime,12th Grade,2014,15.1,,
Smokeless Tobacco,Lifetime,12th Grade,2015,13.2,,
Smokeless Tobacco,Lifetime,12th Grade,2016,14.2,,
Smokeless Tobacco,Lifetime,12th Grade,2017,11,,
Smokeless Tobacco,Lifetime,12th Grade,2018,10.1,,
Smokeless Tobacco,Lifetime,12th Grade,2019,9.8,,
Smokeless Tobacco,Lifetime,12th Grade,2021,8.6,,
Smokeless Tobacco,Lifetime,12th Grade,2022,10.3,,
Smokeless Tobacco,Lifetime,12th Grade,2023,7.8,,
Smokeless Tobacco,Lifetime,12th Grade,2024,7.7,,
Smokeless Tobacco,Lifetime,8th Grade,1991,22.2,,
Smokeless Tobacco,Lifetime,8th Grade,1992,20.7,,
Smokeless Tobacco,Lifetime,8th Grade,1993,18.7,,
Smokeless Tobacco,Lifetime,8th Grade,1994,19.9,,
Smokeless Tobacco,Lifetime,8th Grade,1995,20,,
Smokeless Tobacco,Lifetime,8th Grade,1996,20.4,,
Smokeless Tobacco,Lifetime,8th Grade,1997,16.8,,
Smokeless Tobacco,Lifetime,8th Grade,1998,15,,
Smokeless Tobacco,Lifetime,8th Grade,1999,14.4,,
Smokeless Tobacco,Lifetime,8th Grade,2000,12.8,,
Smokeless Tobacco,Lifetime,8th Grade,2001,11.7,,
Smokeless Tobacco,Lifetime,8th Grade,2002,11.2,,
Smokeless Tobacco,Lifetime,8th Grade,2003,11.3,,
Smokeless Tobacco,Lifetime,8th Grade,2004,11,,
Smokeless Tobacco,Lifetime,8th Grade,2005,10.1,,
Smokeless Tobacco,Lifetime,8th Grade,2006,10.2,,
Smokeless Tobacco,Lifetime,8th Grade,2007,9.1,,
Smokeless Tobacco,Lifetime,8th Grade,2008,9.8,,
Smokeless Tobacco,Lifetime,8th Grade,2009,9.6,,
Smokeless Tobacco,Lifetime,8th Grade,2010,9.9,,
Smokeless Tobacco,Lifetime,8th Grade,2011,9.7,,
Smokeless Tobacco,Lifetime,8th Grade,2012,8.1,,
Smokeless Tobacco,Lifetime,8th Grade,2013,7.9,,
