grade,time,drug,year,attitude,estimate,LBYear1
8th Grade,Occasionally,Crack,2005,Disapproval,90.541369678,2019
8th Grade,Occasionally,Crack,2006,Disapproval,90.037033898,2019
8th Grade,Occasionally,Crack,2007,Disapproval,91.155133235,2019
8th Grade,Occasionally,Crack,2008,Disapproval,90.285225582,2019
8th Grade,Occasionally,Crack,2009,Disapproval,90.958852704,2019
8th Grade,Occasionally,Crack,2010,Disapproval,91.505317268,2019
8th Grade,Occasionally,Crack,2011,Disapproval,91.047397323,2019
8th Grade,Occasionally,Crack,2012,Disapproval,91.16284619,2019
8th Grade,Occasionally,Crack,2013,Disapproval,90.301322853,2019
8th Grade,Occasionally,Crack,2014,Disapproval,89.843615195,2019
8th Grade,Occasionally,Crack,2015,Disapproval,89.758961465,2019
8th Grade,Occasionally,Crack,2016,Disapproval,88.762242233,2019
8th Grade,Occasionally,Crack,2017,Disapproval,89.587727585,2019
8th Grade,Occasionally,Crack,2018,Disapproval,88.391763711,2019
8th Grade,Occasionally,Crack,2019,Disapproval,88.785061996,2019
10th Grade,Occasionally,Crack,1991,Disapproval,94.301692121,2019
10th Grade,Occasionally,Crack,1992,Disapproval,94.350351584,2019
10th Grade,Occasionally,Crack,1993,Disapproval,93.63142967,2019
10th Grade,Occasionally,Crack,1994,Disapproval,92.500077309,2019
10th Grade,Occasionally,Crack,1995,Disapproval,91.732199252,2019
10th Grade,Occasionally,Crack,1996,Disapproval,91.869741705,2019
10th Grade,Occasionally,Crack,1997,Disapproval,90.991329083,2019
10th Grade,Occasionally,Crack,1998,Disapproval,90.643163015,2019
10th Grade,Occasionally,Crack,1999,Disapproval,91.481894375,2019
10th Grade,Occasionally,Crack,2000,Disapproval,90.897249662,2019
10th Grade,Occasionally,Crack,2001,Disapproval,90.627146185,2019
10th Grade,Occasionally,Crack,2002,Disapproval,90.956786939,2019
10th Grade,Occasionally,Crack,2003,Disapproval,91.020372663,2019
10th Grade,Occasionally,Crack,2004,Disapproval,91.806662883,2019
10th Grade,Occasionally,Crack,2005,Disapproval,91.749970238,2019
10th Grade,Occasionally,Crack,2006,Disapproval,92.043238953,2019
10th Grade,Occasionally,Crack,2007,Disapproval,92.723752233,2019
10th Grade,Occasionally,Crack,2008,Disapproval,92.94757249,2019
10th Grade,Occasionally,Crack,2009,Disapproval,92.796566397,2019
10th Grade,Occasionally,Crack,2010,Disapproval,92.409100318,2019
10th Grade,Occasionally,Crack,2011,Disapproval,92.973871736,2019
10th Grade,Occasionally,Crack,2012,Disapproval,93.044497683,2019
10th Grade,Occasionally,Crack,2013,Disapproval,92.38579715,2019
10th Grade,Occasionally,Crack,2014,Disapproval,92.416644398,2019
10th Grade,Occasionally,Crack,2015,Disapproval,92.143105573,2019
10th Grade,Occasionally,Crack,2016,Disapproval,91.090788163,2019
10th Grade,Occasionally,Crack,2017,Disapproval,90.042189961,2019
10th Grade,Occasionally,Crack,2018,Disapproval,91.160163084,2019
10th Grade,Occasionally,Crack,2019,Disapproval,90.971447901,2019
12th Grade,Occasionally,Crack,1990,Disapproval,94.32719134,2019
12th Grade,Occasionally,Crack,1991,Disapproval,94.197986394,2019
12th Grade,Occasionally,Crack,1992,Disapproval,95.017178852,2019
12th Grade,Occasionally,Crack,1993,Disapproval,92.785844198,2019
12th Grade,Occasionally,Crack,1994,Disapproval,92.766914574,2019
12th Grade,Occasionally,Crack,1995,Disapproval,93.967922072,2019
12th Grade,Occasionally,Crack,1996,Disapproval,91.242386683,2019
12th Grade,Occasionally,Crack,1997,Disapproval,91.313279174,2019
12th Grade,Occasionally,Crack,1998,Disapproval,90.937706586,2019
12th Grade,Occasionally,Crack,1999,Disapproval,92.326700258,2019
12th Grade,Occasionally,Crack,2000,Disapproval,91.900059847,2019
12th Grade,Occasionally,Crack,2001,Disapproval,91.614500465,2019
12th Grade,Occasionally,Crack,2002,Disapproval,91.499054059,2019
12th Grade,Occasionally,Crack,2003,Disapproval,90.792855077,2019
12th Grade,Occasionally,Crack,2004,Disapproval,92.133818322,2019
12th Grade,Occasionally,Crack,2005,Disapproval,91.848370942,2019
12th Grade,Occasionally,Crack,2006,Disapproval,92.915076482,2019
12th Grade,Occasionally,Crack,2007,Disapproval,92.423506876,2019
12th Grade,Occasionally,Crack,2008,Disapproval,93.336688263,2019
12th Grade,Occasionally,Crack,2009,Disapproval,93.973619968,2019
12th Grade,Occasionally,Crack,2010,Disapproval,92.590364321,2019
12th Grade,Occasionally,Crack,2011,Disapproval,93.931651698,2019
12th Grade,Occasionally,Crack,2012,Disapproval,94.975608054,2019
12th Grade,Occasionally,Crack,2013,Disapproval,93.597701868,2019
12th Grade,Occasionally,Crack,2014,Disapproval,91.866162713,2019
12th Grade,Occasionally,Crack,2015,Disapproval,92.525090179,2019
12th Grade,Occasionally,Crack,2016,Disapproval,91.957487673,2019
12th Grade,Occasionally,Crack,2017,Disapproval,91.825357484,2019
12th Grade,Occasionally,Crack,2018,Disapproval,92.17819626,2019
12th Grade,Occasionally,Crack,2019,Disapproval,91.14158277,2019
12th Grade,Regularly,Crack,1990,Disapproval,94.86018436,2019
12th Grade,Regularly,Crack,1991,Disapproval,94.955577545,2019
12th Grade,Regularly,Crack,1992,Disapproval,95.456730666,2019
12th Grade,Regularly,Crack,1993,Disapproval,93.429779056,2019
12th Grade,Regularly,Crack,1994,Disapproval,93.054472388,2019
12th Grade,Regularly,Crack,1995,Disapproval,94.082235515,2019
12th Grade,Regularly,Crack,1996,Disapproval,93.009661354,2019
12th Grade,Regularly,Crack,1997,Disapproval,92.250829871,2019
12th Grade,Regularly,Crack,1998,Disapproval,91.902610979,2019
12th Grade,Regularly,Crack,1999,Disapproval,93.209598681,2019
12th Grade,Regularly,Crack,2000,Disapproval,92.794708256,2019
12th Grade,Regularly,Crack,2001,Disapproval,92.228284487,2019
12th Grade,Regularly,Crack,2002,Disapproval,92.34773582,2019
12th Grade,Regularly,Crack,2003,Disapproval,91.214647231,2019
12th Grade,Regularly,Crack,2004,Disapproval,93.050646449,2019
12th Grade,Regularly,Crack,2005,Disapproval,92.136157375,2019
12th Grade,Regularly,Crack,2006,Disapproval,93.824825163,2019
12th Grade,Regularly,Crack,2007,Disapproval,93.601498535,2019
12th Grade,Regularly,Crack,2008,Disapproval,93.532372394,2019
12th Grade,Regularly,Crack,2009,Disapproval,94.252617141,2019
12th Grade,Regularly,Crack,2010,Disapproval,93.098807312,2019
12th Grade,Regularly,Crack,2011,Disapproval,94.423311204,2019
12th Grade,Regularly,Crack,2012,Disapproval,95.359301209,2019
12th Grade,Regularly,Crack,2013,Disapproval,94.091597559,2019
12th Grade,Regularly,Crack,2014,Disapproval,92.41954608,2019
12th Grade,Regularly,Crack,2015,Disapproval,92.763856191,2019
12th Grade,Regularly,Crack,2016,Disapproval,92.554834805,2019
12th Grade,Regularly,Crack,2017,Disapproval,92.507520237,2019
12th Grade,Regularly,Crack,2018,Disapproval,92.476511523,2019
12th Grade,Regularly,Crack,2019,Disapproval,91.488490468,2019
8th Grade,Once or Twice,Ecstasy (MDMA),2001,Disapproval,69.038862523,2019
8th Grade,Once or Twice,Ecstasy (MDMA),2002,Disapproval,74.28231266,2019
8th Grade,Once or Twice,Ecstasy (MDMA),2003,Disapproval,77.744173289,2019
8th Grade,Once or Twice,Ecstasy (MDMA),2004,Disapproval,76.28420419,2019
8th Grade,Once or Twice,Ecstasy (MDMA),2005,Disapproval,75.016357254,2019
8th Grade,Once or Twice,Ecstasy (MDMA),2006,Disapproval,66.653272576,2019
8th Grade,Once or Twice,Ecstasy (MDMA),2007,Disapproval,65.655721108,2019
8th Grade,Once or Twice,Ecstasy (MDMA),2008,Disapproval,63.508752185,2019
8th Grade,Once or Twice,Ecstasy (MDMA),2009,Disapproval,62.25305557,2019
8th Grade,Once or Twice,Ecstasy (MDMA),2010,Disapproval,62.420883903,2019
8th Grade,Once or Twice,Ecstasy (MDMA),2011,Disapproval,64.23666393,2019
8th Grade,Once or Twice,Ecstasy (MDMA),2012,Disapproval,60.173211227,2019
8th Grade,Once or Twice,Ecstasy (MDMA),2013,Disapproval,60.893236036,2019
8th Grade,Once or Twice,Ecstasy (MDMA),2014,Disapproval,61.025859877,2019
8th Grade,Once or Twice,Ecstasy (MDMA),2015,Disapproval,68.150561341,2019
8th Grade,Once or Twice,Ecstasy (MDMA),2016,Disapproval,64.788366366,2019
8th Grade,Once or Twice,Ecstasy (MDMA),2017,Disapproval,62.956432395,2019
8th Grade,Once or Twice,Ecstasy (MDMA),2018,Disapproval,63.717503302,2019
8th Grade,Once or Twice,Ecstasy (MDMA),2019,Disapproval,65.076064804,2019
8th Grade,Once or Twice,Ecstasy (MDMA),2021,Disapproval,59.082773682,2019
8th Grade,Once or Twice,Ecstasy (MDMA),2022,Disapproval,58.975019575,2019
10th Grade,Once or Twice,Ecstasy (MDMA),2001,Disapproval,72.580400577,2019
10th Grade,Once or Twice,Ecstasy (MDMA),2002,Disapproval,77.444916096,2019
10th Grade,Once or Twice,Ecstasy (MDMA),2003,Disapproval,80.993862459,2019
10th Grade,Once or Twice,Ecstasy (MDMA),2004,Disapproval,83.669604379,2019
10th Grade,Once or Twice,Ecstasy (MDMA),2005,Disapproval,83.10931883,2019
10th Grade,Once or Twice,Ecstasy (MDMA),2006,Disapproval,81.638335639,2019
10th Grade,Once or Twice,Ecstasy (MDMA),2007,Disapproval,79.997414246,2019
10th Grade,Once or Twice,Ecstasy (MDMA),2008,Disapproval,78.07729163,2019
10th Grade,Once or Twice,Ecstasy (MDMA),2009,Disapproval,76.462821592,2019
10th Grade,Once or Twice,Ecstasy (MDMA),2010,Disapproval,75.528546118,2019
10th Grade,Once or Twice,Ecstasy (MDMA),2011,Disapproval,76.059997396,2019
10th Grade,Once or Twice,Ecstasy (MDMA),2012,Disapproval,75.287219124,2019
10th Grade,Once or Twice,Ecstasy (MDMA),2013,Disapproval,75.393002859,2019
10th Grade,Once or Twice,Ecstasy (MDMA),2014,Disapproval,74.40965458,2019
10th Grade,Once or Twice,Ecstasy (MDMA),2015,Disapproval,78.02105818,2019
10th Grade,Once or Twice,Ecstasy (MDMA),2016,Disapproval,76.787408436,2019
10th Grade,Once or Twice,Ecstasy (MDMA),2017,Disapproval,74.695777853,2019
10th Grade,Once or Twice,Ecstasy (MDMA),2018,Disapproval,75.257301477,2019
10th Grade,Once or Twice,Ecstasy (MDMA),2019,Disapproval,76.38237289,2019
10th Grade,Once or Twice,Ecstasy (MDMA),2021,Disapproval,68.566657258,2019
10th Grade,Once or Twice,Ecstasy (MDMA),2022,Disapproval,69.802895916,2019
12th Grade,Once or Twice,Ecstasy (MDMA),1997,Disapproval,82.22087162,2019
12th Grade,Once or Twice,Ecstasy (MDMA),1998,Disapproval,82.491935872,2019
12th Grade,Once or Twice,Ecstasy (MDMA),1999,Disapproval,82.141744142,2019
12th Grade,Once or Twice,Ecstasy (MDMA),2000,Disapproval,80.980595089,2019
12th Grade,Once or Twice,Ecstasy (MDMA),2001,Disapproval,79.453704072,2019
12th Grade,Once or Twice,Ecstasy (MDMA),2002,Disapproval,83.57300671,2019
12th Grade,Once or Twice,Ecstasy (MDMA),2003,Disapproval,84.680175713,2019
12th Grade,Once or Twice,Ecstasy (MDMA),2004,Disapproval,87.678419312,2019
12th Grade,Once or Twice,Ecstasy (MDMA),2005,Disapproval,88.368664569,2019
12th Grade,Once or Twice,Ecstasy (MDMA),2006,Disapproval,88.952868093,2019
12th Grade,Once or Twice,Ecstasy (MDMA),2007,Disapproval,87.818177325,2019
12th Grade,Once or Twice,Ecstasy (MDMA),2008,Disapproval,88.227551581,2019
12th Grade,Once or Twice,Ecstasy (MDMA),2009,Disapproval,88.235717645,2019
12th Grade,Once or Twice,Ecstasy (MDMA),2010,Disapproval,86.311199523,2019
12th Grade,Once or Twice,Ecstasy (MDMA),2011,Disapproval,83.859171836,2019
12th Grade,Once or Twice,Ecstasy (MDMA),2012,Disapproval,87.061271911,2019
12th Grade,Once or Twice,Ecstasy (MDMA),2013,Disapproval,84.855094687,2019
12th Grade,Once or Twice,Ecstasy (MDMA),2014,Disapproval,83.074754682,2019
12th Grade,Once or Twice,Ecstasy (MDMA),2015,Disapproval,84.465939867,2019
12th Grade,Once or Twice,Ecstasy (MDMA),2016,Disapproval,83.95534796,2019
12th Grade,Once or Twice,Ecstasy (MDMA),2017,Disapproval,85.139111504,2019
12th Grade,Once or Twice,Ecstasy (MDMA),2018,Disapproval,85.570262834,2019
12th Grade,Once or Twice,Ecstasy (MDMA),2019,Disapproval,89.821842507,2019
12th Grade,Once or Twice,Ecstasy (MDMA),2021,Disapproval,85.549109824,2019
12th Grade,Once or Twice,Ecstasy (MDMA),2022,Disapproval,86.572012849,2019
8th Grade,Occasionally,Ecstasy (MDMA),2001,Disapproval,73.627284436,2019
8th Grade,Occasionally,Ecstasy (MDMA),2002,Disapproval,78.618545514,2019
8th Grade,Occasionally,Ecstasy (MDMA),2003,Disapproval,81.308689071,2019
8th Grade,Occasionally,Ecstasy (MDMA),2004,Disapproval,79.397461159,2019
8th Grade,Occasionally,Ecstasy (MDMA),2005,Disapproval,77.934445195,2019
8th Grade,Occasionally,Ecstasy (MDMA),2006,Disapproval,69.805895057,2019
8th Grade,Occasionally,Ecstasy (MDMA),2007,Disapproval,68.316837852,2019
8th Grade,Occasionally,Ecstasy (MDMA),2008,Disapproval,66.501238059,2019
8th Grade,Occasionally,Ecstasy (MDMA),2009,Disapproval,65.730658383,2019
8th Grade,Occasionally,Ecstasy (MDMA),2010,Disapproval,65.947883214,2019
8th Grade,Occasionally,Ecstasy (MDMA),2011,Disapproval,67.490076669,2019
8th Grade,Occasionally,Ecstasy (MDMA),2012,Disapproval,63.214384456,2019
8th Grade,Occasionally,Ecstasy (MDMA),2013,Disapproval,63.363593743,2019
8th Grade,Occasionally,Ecstasy (MDMA),2014,Disapproval,64.053350118,2019
8th Grade,Occasionally,Ecstasy (MDMA),2015,Disapproval,71.665143706,2019
8th Grade,Occasionally,Ecstasy (MDMA),2016,Disapproval,67.516584511,2019
8th Grade,Occasionally,Ecstasy (MDMA),2017,Disapproval,65.791039545,2019
8th Grade,Occasionally,Ecstasy (MDMA),2018,Disapproval,67.126435368,2019
8th Grade,Occasionally,Ecstasy (MDMA),2019,Disapproval,68.2510547,2019
8th Grade,Occasionally,Ecstasy (MDMA),2021,Disapproval,64.864194687,2019
8th Grade,Occasionally,Ecstasy (MDMA),2022,Disapproval,63.711406274,2019
10th Grade,Occasionally,Ecstasy (MDMA),2001,Disapproval,80.988536092,2019
10th Grade,Occasionally,Ecstasy (MDMA),2002,Disapproval,84.572970217,2019
10th Grade,Occasionally,Ecstasy (MDMA),2003,Disapproval,86.245086202,2019
10th Grade,Occasionally,Ecstasy (MDMA),2004,Disapproval,88.037529552,2019
10th Grade,Occasionally,Ecstasy (MDMA),2005,Disapproval,87.434738667,2019
10th Grade,Occasionally,Ecstasy (MDMA),2006,Disapproval,85.950578387,2019
10th Grade,Occasionally,Ecstasy (MDMA),2007,Disapproval,84.26041954,2019
10th Grade,Occasionally,Ecstasy (MDMA),2008,Disapproval,82.959214884,2019
10th Grade,Occasionally,Ecstasy (MDMA),2009,Disapproval,81.258414089,2019
10th Grade,Occasionally,Ecstasy (MDMA),2010,Disapproval,81.304994708,2019
10th Grade,Occasionally,Ecstasy (MDMA),2011,Disapproval,82.17069225,2019
10th Grade,Occasionally,Ecstasy (MDMA),2012,Disapproval,81.174086563,2019
10th Grade,Occasionally,Ecstasy (MDMA),2013,Disapproval,81.321674569,2019
10th Grade,Occasionally,Ecstasy (MDMA),2014,Disapproval,80.368821854,2019
10th Grade,Occasionally,Ecstasy (MDMA),2015,Disapproval,83.978594146,2019
10th Grade,Occasionally,Ecstasy (MDMA),2016,Disapproval,81.706672627,2019
10th Grade,Occasionally,Ecstasy (MDMA),2017,Disapproval,80.026338707,2019
10th Grade,Occasionally,Ecstasy (MDMA),2018,Disapproval,79.463293239,2019
10th Grade,Occasionally,Ecstasy (MDMA),2019,Disapproval,81.778034124,2019
10th Grade,Occasionally,Ecstasy (MDMA),2021,Disapproval,75.767680365,2019
10th Grade,Occasionally,Ecstasy (MDMA),2022,Disapproval,76.221375239,2019
12th Grade,Once or Twice,Heroin,1976,Disapproval,92.601501366,2019
12th Grade,Once or Twice,Heroin,1977,Disapproval,92.537397306,2019
12th Grade,Once or Twice,Heroin,1978,Disapproval,92.013548227,2019
12th Grade,Once or Twice,Heroin,1979,Disapproval,93.397002386,2019
12th Grade,Once or Twice,Heroin,1980,Disapproval,93.492675166,2019
12th Grade,Once or Twice,Heroin,1981,Disapproval,93.527584995,2019
12th Grade,Once or Twice,Heroin,1982,Disapproval,94.622042099,2019
12th Grade,Once or Twice,Heroin,1983,Disapproval,94.315604854,2019
12th Grade,Once or Twice,Heroin,1984,Disapproval,94.03848458,2019
12th Grade,Once or Twice,Heroin,1985,Disapproval,93.963334991,2019
12th Grade,Once or Twice,Heroin,1986,Disapproval,93.331264018,2019
12th Grade,Once or Twice,Heroin,1987,Disapproval,96.200331935,2019
12th Grade,Once or Twice,Heroin,1988,Disapproval,95.002612242,2019
12th Grade,Once or Twice,Heroin,1989,Disapproval,95.443088849,2019
12th Grade,Once or Twice,Heroin,1990,Disapproval,95.120585595,2019
12th Grade,Once or Twice,Heroin,1991,Disapproval,95.973914402,2019
12th Grade,Once or Twice,Heroin,1992,Disapproval,94.853957217,2019
12th Grade,Once or Twice,Heroin,1993,Disapproval,94.383155209,2019
12th Grade,Once or Twice,Heroin,1994,Disapproval,93.210231475,2019
12th Grade,Once or Twice,Heroin,1995,Disapproval,92.789479162,2019
12th Grade,Once or Twice,Heroin,1996,Disapproval,92.092570939,2019
12th Grade,Once or Twice,Heroin,1997,Disapproval,92.295248267,2019
12th Grade,Once or Twice,Heroin,1998,Disapproval,93.698587053,2019
12th Grade,Once or Twice,Heroin,1999,Disapproval,93.464663176,2019
12th Grade,Once or Twice,Heroin,2000,Disapproval,92.995024,2019
12th Grade,Once or Twice,Heroin,2001,Disapproval,93.071359369,2019
12th Grade,Once or Twice,Heroin,2002,Disapproval,94.132321457,2019
12th Grade,Once or Twice,Heroin,2003,Disapproval,94.13444492,2019
12th Grade,Once or Twice,Heroin,2004,Disapproval,94.213282873,2019
12th Grade,Once or Twice,Heroin,2005,Disapproval,94.248949827,2019
12th Grade,Once or Twice,Heroin,2006,Disapproval,93.762980423,2019
12th Grade,Once or Twice,Heroin,2007,Disapproval,94.772606102,2019
12th Grade,Once or Twice,Heroin,2008,Disapproval,93.254984008,2019
12th Grade,Once or Twice,Heroin,2009,Disapproval,94.674050853,2019
12th Grade,Once or Twice,Heroin,2010,Disapproval,93.870321005,2019
12th Grade,Once or Twice,Heroin,2011,Disapproval,94.339322944,2019
12th Grade,Once or Twice,Heroin,2012,Disapproval,95.767944707,2019
12th Grade,Once or Twice,Heroin,2013,Disapproval,95.64682083,2019
12th Grade,Once or Twice,Heroin,2014,Disapproval,94.716933932,2019
12th Grade,Once or Twice,Heroin,2015,Disapproval,94.166292656,2019
12th Grade,Once or Twice,Heroin,2016,Disapproval,94.07779182,2019
12th Grade,Once or Twice,Heroin,2017,Disapproval,93.721042768,2019
12th Grade,Once or Twice,Heroin,2018,Disapproval,94.966244547,2019
12th Grade,Once or Twice,Heroin,2019,Disapproval,95.698078698,2019
12th Grade,Once or Twice,Heroin,2021,Disapproval,92.820163106,2019
12th Grade,Once or Twice,Heroin,2022,Disapproval,92.897374511,2019
12th Grade,Occasionally,Heroin,1976,Disapproval,96.009207888,2019
12th Grade,Occasionally,Heroin,1977,Disapproval,96.003563527,2019
12th Grade,Occasionally,Heroin,1978,Disapproval,96.444193972,2019
12th Grade,Occasionally,Heroin,1979,Disapproval,96.848819293,2019
12th Grade,Occasionally,Heroin,1980,Disapproval,96.70871486,2019
12th Grade,Occasionally,Heroin,1981,Disapproval,97.155645327,2019
12th Grade,Occasionally,Heroin,1982,Disapproval,96.889472661,2019
12th Grade,Occasionally,Heroin,1983,Disapproval,96.885040168,2019
12th Grade,Occasionally,Heroin,1984,Disapproval,97.105481383,2019
12th Grade,Occasionally,Heroin,1985,Disapproval,96.826901398,2019
12th Grade,Occasionally,Heroin,1986,Disapproval,96.600605839,2019
12th Grade,Occasionally,Heroin,1987,Disapproval,97.912970315,2019
12th Grade,Occasionally,Heroin,1988,Disapproval,96.898909331,2019
12th Grade,Occasionally,Heroin,1989,Disapproval,97.24146423,2019
12th Grade,Occasionally,Heroin,1990,Disapproval,96.675684375,2019
12th Grade,Occasionally,Heroin,1991,Disapproval,97.326830182,2019
12th Grade,Occasionally,Heroin,1992,Disapproval,96.81407473,2019
12th Grade,Occasionally,Heroin,1993,Disapproval,97.048451477,2019
12th Grade,Occasionally,Heroin,1994,Disapproval,96.1918729,2019
12th Grade,Occasionally,Heroin,1995,Disapproval,95.655496176,2019
12th Grade,Occasionally,Heroin,1996,Disapproval,94.993325444,2019
12th Grade,Occasionally,Heroin,1997,Disapproval,95.424646932,2019
12th Grade,Occasionally,Heroin,1998,Disapproval,96.099204451,2019
12th Grade,Occasionally,Heroin,1999,Disapproval,95.698228132,2019
12th Grade,Occasionally,Heroin,2000,Disapproval,96.012615323,2019
12th Grade,Occasionally,Heroin,2001,Disapproval,95.443376343,2019
12th Grade,Occasionally,Heroin,2002,Disapproval,95.591377428,2019
12th Grade,Occasionally,Heroin,2003,Disapproval,95.944298397,2019
12th Grade,Occasionally,Heroin,2004,Disapproval,96.35714404,2019
12th Grade,Occasionally,Heroin,2005,Disapproval,96.259948976,2019
12th Grade,Occasionally,Heroin,2006,Disapproval,96.194356473,2019
12th Grade,Occasionally,Heroin,2007,Disapproval,96.754092879,2019
12th Grade,Occasionally,Heroin,2008,Disapproval,95.343961991,2019
12th Grade,Occasionally,Heroin,2009,Disapproval,96.938645706,2019
12th Grade,Occasionally,Heroin,2010,Disapproval,96.161673243,2019
12th Grade,Occasionally,Heroin,2011,Disapproval,96.324839765,2019
12th Grade,Occasionally,Heroin,2012,Disapproval,96.968564027,2019
12th Grade,Occasionally,Heroin,2013,Disapproval,96.903797372,2019
12th Grade,Occasionally,Heroin,2014,Disapproval,96.61219557,2019
12th Grade,Occasionally,Heroin,2015,Disapproval,95.311191995,2019
12th Grade,Occasionally,Heroin,2016,Disapproval,95.528327632,2019
12th Grade,Occasionally,Heroin,2017,Disapproval,95.538217989,2019
12th Grade,Occasionally,Heroin,2018,Disapproval,96.361606544,2019
12th Grade,Occasionally,Heroin,2019,Disapproval,96.742207537,2019
12th Grade,Occasionally,Heroin,2021,Disapproval,94.932320546,2019
12th Grade,Occasionally,Heroin,2022,Disapproval,95.740967926,2019
12th Grade,Regularly,Heroin,1976,Disapproval,97.452723632,2019
12th Grade,Regularly,Heroin,1977,Disapproval,97.262440325,2019
12th Grade,Regularly,Heroin,1978,Disapproval,97.753376295,2019
12th Grade,Regularly,Heroin,1979,Disapproval,97.888909131,2019
12th Grade,Regularly,Heroin,1980,Disapproval,97.591989083,2019
12th Grade,Regularly,Heroin,1981,Disapproval,97.768838018,2019
12th Grade,Regularly,Heroin,1982,Disapproval,97.464420228,2019
12th Grade,Regularly,Heroin,1983,Disapproval,97.668889105,2019
12th Grade,Regularly,Heroin,1984,Disapproval,98.036359279,2019
12th Grade,Regularly,Heroin,1985,Disapproval,97.558182245,2019
12th Grade,Regularly,Heroin,1986,Disapproval,97.60856922,2019
12th Grade,Regularly,Heroin,1987,Disapproval,98.135117715,2019
12th Grade,Regularly,Heroin,1988,Disapproval,97.173205933,2019
12th Grade,Regularly,Heroin,1989,Disapproval,97.411775663,2019
12th Grade,Regularly,Heroin,1990,Disapproval,97.484875184,2019
12th Grade,Regularly,Heroin,1991,Disapproval,97.812249835,2019
12th Grade,Regularly,Heroin,1992,Disapproval,97.226134555,2019
12th Grade,Regularly,Heroin,1993,Disapproval,97.506268699,2019
12th Grade,Regularly,Heroin,1994,Disapproval,97.139430378,2019
12th Grade,Regularly,Heroin,1995,Disapproval,96.407056539,2019
12th Grade,Regularly,Heroin,1996,Disapproval,96.26649128,2019
12th Grade,Regularly,Heroin,1997,Disapproval,96.398302115,2019
12th Grade,Regularly,Heroin,1998,Disapproval,96.645103619,2019
12th Grade,Regularly,Heroin,1999,Disapproval,96.390675465,2019
12th Grade,Regularly,Heroin,2000,Disapproval,96.646244255,2019
12th Grade,Regularly,Heroin,2001,Disapproval,96.217502187,2019
12th Grade,Regularly,Heroin,2002,Disapproval,96.190322307,2019
12th Grade,Regularly,Heroin,2003,Disapproval,97.046412492,2019
12th Grade,Regularly,Heroin,2004,Disapproval,97.124080426,2019
12th Grade,Regularly,Heroin,2005,Disapproval,96.727230362,2019
12th Grade,Regularly,Heroin,2006,Disapproval,96.850056734,2019
12th Grade,Regularly,Heroin,2007,Disapproval,97.087232496,2019
12th Grade,Regularly,Heroin,2008,Disapproval,95.874118553,2019
12th Grade,Regularly,Heroin,2009,Disapproval,97.432324058,2019
12th Grade,Regularly,Heroin,2010,Disapproval,96.390168153,2019
12th Grade,Regularly,Heroin,2011,Disapproval,96.695800695,2019
12th Grade,Regularly,Heroin,2012,Disapproval,97.433876172,2019
12th Grade,Regularly,Heroin,2013,Disapproval,97.369745839,2019
12th Grade,Regularly,Heroin,2014,Disapproval,97.081307238,2019
12th Grade,Regularly,Heroin,2015,Disapproval,96.352286311,2019
12th Grade,Regularly,Heroin,2016,Disapproval,95.703444573,2019
12th Grade,Regularly,Heroin,2017,Disapproval,95.906951231,2019
12th Grade,Regularly,Heroin,2018,Disapproval,96.796287784,2019
12th Grade,Regularly,Heroin,2019,Disapproval,97.294046805,2019
12th Grade,Regularly,Heroin,2021,Disapproval,96.315467647,2019
12th Grade,Regularly,Heroin,2022,Disapproval,96.702161385,2019
8th Grade,Once or Twice,Heroin Without a Needle,1995,Disapproval,85.782806419,2019
8th Grade,Once or Twice,Heroin Without a Needle,1996,Disapproval,85.045948174,2019
8th Grade,Once or Twice,Heroin Without a Needle,1997,Disapproval,87.70549812,2019
8th Grade,Once or Twice,Heroin Without a Needle,1998,Disapproval,87.345024285,2019
8th Grade,Once or Twice,Heroin Without a Needle,1999,Disapproval,87.994189654,2019
8th Grade,Once or Twice,Heroin Without a Needle,2000,Disapproval,87.215827725,2019
8th Grade,Once or Twice,Heroin Without a Needle,2001,Disapproval,87.225239546,2019
8th Grade,Once or Twice,Heroin Without a Needle,2002,Disapproval,87.780545804,2019
8th Grade,Once or Twice,Heroin Without a Needle,2003,Disapproval,86.912628365,2019
8th Grade,Once or Twice,Heroin Without a Needle,2004,Disapproval,86.560255318,2019
8th Grade,Once or Twice,Heroin Without a Needle,2005,Disapproval,86.942318705,2019
8th Grade,Once or Twice,Heroin Without a Needle,2006,Disapproval,87.200946642,2019
8th Grade,Once or Twice,Heroin Without a Needle,2007,Disapproval,88.426875098,2019
8th Grade,Once or Twice,Heroin Without a Needle,2008,Disapproval,86.949544937,2019
8th Grade,Once or Twice,Heroin Without a Needle,2009,Disapproval,88.638423567,2019
8th Grade,Once or Twice,Heroin Without a Needle,2010,Disapproval,89.484381243,2019
8th Grade,Once or Twice,Heroin Without a Needle,2011,Disapproval,87.481746213,2019
8th Grade,Once or Twice,Heroin Without a Needle,2012,Disapproval,86.757238938,2019
8th Grade,Once or Twice,Heroin Without a Needle,2013,Disapproval,87.236660932,2019
8th Grade,Once or Twice,Heroin Without a Needle,2014,Disapproval,87.149792823,2019
8th Grade,Once or Twice,Heroin Without a Needle,2015,Disapproval,87.115457192,2019
8th Grade,Once or Twice,Heroin Without a Needle,2016,Disapproval,85.567868688,2019
8th Grade,Once or Twice,Heroin Without a Needle,2017,Disapproval,87.946292826,2019
